name,title,rating,date,text,helpful_vote
Ravish sharma,Beware!! Even cloudtail can't be trusted!!,1,8-Jan-22,"Please read this before purchasing!The scratch code written over the box was already tampered, so that you can't even authenticate the genuineness of this product.You can't return this product as well.Which means you have no other option but to regret.The scoop inside was also not the Golden coloured , but some transparent cheap one.",3
Subba rao,bottom end of the bottle is clearly cut and attached later,1,25-Dec-21,"never buy this product from this seller , he is clearly tampering the bottom end of the bottle appears to be teared down and reattached with gum be carefull, i dont know why they were doing this but they broke the trust when they clearly tampered the bottle,i checked the genuity at the muscleblaze website and it is showing as genuine product , but the only problem is bottom end of the bottle is clearly cut and attached later,the product itself is very costly and it seems to be fake prduct , this seems to be a online product scam as i purched another product muscleblaze and had the same issue",4
Amazon Customer,"May cause bloating, be aware",1,5-May-20,While it's rated to be a decent whey supplement but it may cause bloating especially for people who may not have a very strong digestive system which people usually don't. So be aware of that before buying this. Have bought it used it twice or thrice but now it's practically waste for me as I wont be consuming it considering it causes bloating every time,8
Raja ji,Not helpful for weak digestion peoples.,3,25-Sep-19,"Powder is not bad but not suit me,give stomach ache and discomfort after eating.my digestion is very poor but muscleblaze raw whey 80 is very good for my digestive issue ,i observed the quality of muscleblaze raw 80 is better when ordering from flipkart,I don't know why from amazon powder is genuine but not good as from as Flipkart. But amazon's return policies are for better than Flipkart i feel safe to buy from amazon and i recommend to buy from amazon for this type products.Thanks",8
Amazon Customer,PLEASE STAY AWAY FROM ORDERING HEALTH DRINKS FROM ONLINE PLATFORM FOR YOUR OWN GOOD!!!!!,1,16-Oct-20,"I am frequent buyer of this product when Iam in overseas .I ordered the same from INDIA.I would recommend - PLEASE STAY AWAY FROM ORDERING HEALTH DRINKS FROM ONLINE1) There is a Authentication process of this product, but the whole process is fake, because the health drink company does endorse the company which authenticates2) The Importers of this products is also not being endorsed by the original manufacture3) AMAZON will not take accountability on the genuinity of this product by stating there are Just a sale platform.4) The Avg rating in the website for the Overall Products and not separately sold in INDIA,so don?? go by it.Note: Even today I am a frequent buyer from Amazon, but I decided not to touch any food product from these online sources.",4
akshay kumar,Genuine product,5,30-Dec-17,"Brought this product through the seller cloudtail. I checked through few ways and found it to be a genuine product.How to identify:1. Check if there is a hologram (golden colour) at the cap2. Look for the manufacturing details and batch code at the bottom of the bottle . It should be in blue colour . The manufacturing date should be of a difference of 2 years exactly .3. Check for any spelling mistakes4. Scan the QR code and make sure it leads to their original site .5. Inside the bottle , there will be a scoop and it should be in golden colour with the ON logo .6. The powder should be very light like a talcum powder .Hope this gives you a better idea to check whether it?? genuine .Thank you cloudtail for delivering it in one day and I hope this whey protein gives me a good result .",673
sandeep,Genuine product,4,6-Oct-18,"I bought it from cloudtail india and its a genuine product. I have used it twice and it is good for fulfilling the protein content required by your body. I will recommend to those who are doing workout, gyming or exercises and require high protein content for muscle building. If you can complete your required protein content by food like eggs, chicken breasts, etc then there is no need of this protein powder. Therefore don?? buy it blindly, firstly do analyse your body protein needs, workout goals and daily protein intake you are getting currently then go for it. No issues with the product and the brand as it is 100% genuine of Optimum Nutrition.",13
Anurag,Good Quality Whey Protein,5,25-Jul-22,I purchased this product multiple times. Tast is ok for me. I check the authenticity code and packing after doing all the outer inspection its time to check the inside stuff. As we all know pure protein is not heat soluble so I would take some water in a cup put 1 to 2 teaspoon of the whey protein powder mix it and put it in the microwave for 2 mins. After two mins you will find the powder has turned into solid in indian language it will be like (fata hua dudh). We are set and ready to use the product tension free and focus on working out and putting extra effort.,2
Antra Maurya,Changes in Authenticity check,4,10-Jan-22,So I watched a lot of YouTube videos regarding ON authenticity.My product did not have an importer tag also there was no blue expiry date on the bottom.So I called ON customer support and the agent mentioned below points-1. Glanbia (importer) now imports raw material from US and packaging is done in India. I guess the plant is in Himachal and established some 6 months back.2. There will be no importer tag in new ON boxes.3. Expiry date and batch number is now printed on back of the box in a white space with black ink and not on the bottom.4.No vaccum cover on the lid intead a pasted seal.5. Check authenticity by the TRU SEAL (which we all do).,3
Christopher raj,5lbs front packaging new form,4,25-Sep-18,"When I scan the code the product is genuine and the taste is as same as the previous product it is good this is my second on standard and the result is good while following the good diet the reason why I gave 4 star is the package is comes from 5lbs form but the protein is 24g, BCAA's is 5.5g,glutamine and glutamic acid is 4g that's why and overall the product is great (good)",17
Ravish sharma,Beware!! Even cloudtail can't be trusted!!,1,8-Jan-22,"Please read this before purchasing!The scratch code written over the box was already tampered, so that you can't even authenticate the genuineness of this product.You can't return this product as well.Which means you have no other option but to regret.The scoop inside was also not the Golden coloured , but some transparent cheap one.",3
Subba rao,bottom end of the bottle is clearly cut and attached later,1,25-Dec-21,"never buy this product from this seller , he is clearly tampering the bottom end of the bottle appears to be teared down and reattached with gum be carefull, i dont know why they were doing this but they broke the trust when they clearly tampered the bottle,i checked the genuity at the muscleblaze website and it is showing as genuine product , but the only problem is bottom end of the bottle is clearly cut and attached later,the product itself is very costly and it seems to be fake prduct , this seems to be a online product scam as i purched another product muscleblaze and had the same issue",4
Amazon Customer,"May cause bloating, be aware",1,5-May-20,While it's rated to be a decent whey supplement but it may cause bloating especially for people who may not have a very strong digestive system which people usually don't. So be aware of that before buying this. Have bought it used it twice or thrice but now it's practically waste for me as I wont be consuming it considering it causes bloating every time,8
Skt,Worst experience,1,13-Feb-21,"Ordered on 5 Feb and received 8 Feb .I could not authenticate the product and the customer care did the authentication of the product on my behalf ! I wonder what different procedure they did and it got authentication right as there are only 2 ways to do so ..I opened the jar and it had no seal in the inside to protect it from moisture ..I was not able to mix it well with the water ..The smell is something weird and also taste is something like a cough syrup nothing like a double chocolate..The consistency is too wattery after mixing.The 10 Days Return / Replacement is a total scam with this product , so don't believe what the tab below the product says! As you try to get it replaced or try to return it, they can only connect you to the Amazon customer care who in turn will ask  to mail and connect with the manufacturer.Overall not worth and a disappointment. Don't buy this product online !!",3
sambit ghadei,Best choice,5,8-Aug-17,"It's a great product and 100% original. You can see if the product is fake or original by checking out its barcode, Qr code, golden seal on the top of the container and you can also check the  mfg date too.Awesome supplement",28
Durgesh_Gnote,Good Product!,4,14-Feb-19,"As the headline says, i am not sure about the effect of this product on my body. This is my third box of ON protein shake and also i am pretty regular to the GYM since last 8-9 months. But frankly speaking, i do not see major improvements in my physique. I weigh around 74 kgs. I think i need to use it for couple years then i will be able to see some muscle growth. But this product is good. I like the taste and so far i have not had any issue with my digestive system (touchwood).  I will write another review once i see some muscle growth.",7
Jayram Gowda,Best in class "the gold standard",5,10-Mar-21,I got it from cloudtail better buy it from cloudtail only because they sell original I got my gnc and ON too from cloudtail fast delivery great experience and 100% authentic product I've received it just now tastes like orignal well I had a doubt on it's authenticity because there was no crease line underneath the jar which should have been there so I contacted Glanbia they asked me the batch number and I provided them they cross checked the expiry and manufactured details and it was 100% GENIUNE PRODUCT don't worry if your 2 lbs once doesn't have a crease it's because of it's weight the crease mark haven been properly engraved beneath the jar it has a bitter aftertaste as all genuine double rich chocolate have...go for it if it's from cloudtail.Update: my 3rd jar from Amazon cloudtail and it's genuine.,2
Ashok,Manufactured in India?,1,11-Sep-20,"Follow IG: bodybuilding_supplement_stackI was told by the customer care at amazon that ON was fully imported from either US or UK, the only place where they have manufacturing plants but a simple google search shows Tirupati Sports Nutrition company manufactures ON and other brands right here in India. The bottle looks authentic but the powder inside was a little off. Maybe it got damaged in Indian weather conditions. Or maybe it?? Indian ON. I don?? know. Definitely tasted different from the ON I??e been eating for years! Got a refund for it so I guess I shouldn?? complain. But got me thinking, why pay premium price for this product?",3
Sandeep Kumar,Please don?? go with this one,1,1-Aug-22,"This is the worst product anyone can ever have.i got this product the very next day after placing order, but i received fake product, one can easily say that the product is fake just after seeing that, the scoop was missing as that also authentic the product having transparent scoop in it, there was a moisture in the product, it will not gonna mix with water.. i have Returned the samePlease don?? go with this",3
Rachit Jauhari,Fake!!!!!,1,29 April 2019,"This is first time in last 8-9 years , I got a fake product from amazon. I used it believing its original but always felt a bitter taste at end. When a friend almost vomited after trying this, it raised a doubt. But still was not convinced fully that its fake. So ordered exact same product from other site then only i came to know its fake. And it also explained why there were always lumps, bad after taste and ocasional stomach ache. Thinking to sue amazon seller for playing with my health.",9
Amazon Customer,Dissatisfied with the packaging.,3,13-Jul-20,"2lb. Rocky Road. My issue with this particular purchase was that the cap was not tightly shut, even though the seal was intact. Some powder leaked out. I could actually tighten the cap even without opening the seal. One thing I don't like about ON is that the tubs don't look premium and the seal system is inferior to the price we pay.About this purchase, I think it is genuine. I have checked the 6-digit code in the website. Moreover it looks, feels and tastes exactly like the ones I normally purchase in the UAE.About the flavor(Rocky Road), it is good, but I still think 'Double Rich Chocolate' and 'Chocolate Malt' are better.",2
"Yogii, Y.",There's no gurrantee of genuinety unless you are buing from verifed importer.,3,14-Jun-21,"Before I say anything, know this. Food and Grocery safety in India is pure joke. There are no proper safety recommendations. Big corporations are selling extremely dangerous products to average Indians who don't know much and don't even bother to check if something's genuine or not, affecting the health negatively in long term.Saying this, Optimum Nutrition is from a reputed and trusted US based company. The product was indeed genuine.On Amazon.in, Make sure you're ordering from ONLY verified distributors :For example, Cloudtail India.Go to the official site of Optimum Nutrition to see how to check the authenticity of the product and register it.Impressions:The texture was kind of powdery.After trying the powder, sense of my taste and smell was gone for weeks. (Might not be related, just saying)",1
Burhan SHABBIR Ahmed,Last 2 order from Cloudtail don't seem genuine.,3,21-May-21,"Not sure whether the product is pure / genuine. Last 2 orders received had transparent scoop (instead of golden scoop) with no sign of ON branding on it.The flavor wasn't very soothing, it is purely neutral this time, highly doubt if it has any double chocolate thing to it.The powder didn't blend well with the same amount of water I used earlier (only this time it would form some bubbles and rise only to settle after a while)However the outer package and seal vouch for it's authenticity, I highly doubt if the inner product had anything to do with ON.",2
Shubham s.,Too quick to consume before it get expires,1,1-Feb-21,"The product i recieved is going to expire in coming few months and according to amazon it is okie to have a product which is having expiration date more than one month. But dear , jeff bezoz, how can someone consume the hole protien within specific period of time which is going to expire in the middle stage of the trainning? Your coordinator should have been sent the product which atleast have one year of expiration date such that a customer can consume it. Otherwise its totally a wastage of money if the product gets expire before consuming it all.",4
Farhan,Genuine product with good test,5,21-Feb-20,"Genuine product! Trusted brand. Good test. So good in smell. Super mixability . Highly recommended. I just love it. When you open the box the seal will not be intact, it will be stuck on lid so don't worry about it This is my 1st time using it. I checked the product code on on's site it's 100% genuine. It's really good for your health and building muscles and recover. Trust me after useing it you will never switch the brand.",4
Ankit Puri,The one I received was Counterfeit! No results!,1,1-Mar-21,"I am not the kind to take out time and write a review for even a bad product, but it has to be done for this. I have started gyming 10 months ago and I have used 3 different types of proteins Dynamo, MB and ON. However, the worst oerid was when I was using ON as I couldn't see ny results and just feel tired and seems like protein was not doing the job. I realise this as I switched to Dynamo and I could feel the difference in a week. So I have to give it has to do with the product as I have been regular in my schedule. I am not complaining about ON but about its authenticity. I am quite sure the product offered was a counterfeit product. Not sure sure how to detect but Amazon should bring the seller responsible of these undoings as they being sold on their platform.Just avoid the seller!",2
Tickto,Probably fake and/or used,1,11-Jul-21,"Received a dented product with scratches on it. The 100% authentic sticker was already scratched and while the outside says the flavor says double chocolate, the inside was strawberry. Pathetic from the seller, do not buy. Do not know if I should even ask for an exchange. Truly pathetic",3
aruljane,Product Quality is Worst = Duplicate,1,15-Dec-18,"I'm using this product for the past 5 yrs abroad, i ordered this bcz i came to india for holidays. Once started consuming i immediately realized the differences. I'm using this product for the past 1 week and  my weight has dropped 3 kgs. One more thing, the paper seal was missing on the pack, which made me really suspicious and now i realize this product is totally a fake.",7
Devkanta,Fake! Fake! Fake!,1,4-Aug-22,Common Amazon! You can do better. Just because there no regulations on fake products you are letting things to slip away. It is a fake product right from the packaging to the look and feel and taste. DO NOT BUY. Try some other source to get a genuine one.,2
Vinith Kumar,Got the original one butttt..,5,8-Sep-21,Deliverd the original product but verify every detail on the package cause sab gomal hai bhai sab golmal hai.Taste wise I don't like double rich chocolate too much because if your addition more surplus like blueberry or honey then it becomes sugar factory ewww trust me you don't want that rather go for vanilla I've tried that and it's the besttttt.,1
PRAVEEN KUMAR,Duplicate!!!,1,24-Mar-21,"I been using Whey protein for years now, I tried ordering ON from Amazon, the product i received is of inferior quality. i am quite sure its fake taste is not even close to that of a quality product. Instead of helping amazon has asked me to connect with the importer directly to fight my own battle. if you are to buy please buy from a local vendor or a different website. my experience has been worse with Amazon",3
Amazon Customer,Bottle was half fulled. Cheating to customers,1,23-Oct-18,When i opened the cap seal was not there and the bottle was half filled. The required quantity was not there. Do not buy the product online here.,15
SV,Fake product received. Seller must be banned,1,4-Aug-21,Fake product received. Cannot scratch the area that's supposed to be scratched to get the code for online verification. Product doesn't dissolve properly. Tastes bad. Totally fake. Don't buy this product.,4
arish,Seems Fake as Scratchcard to check Genuine product does not work,1,19-Dec-21,"There is a scratchcard on the jar, which on scratching should reveal 6 digit code. The 6 digit code can then be verified Online to see if it is Genuine Product. This time the scratchcard was faulty and revealed only 3 digits and the other digits got erased /were not present. I think I got a fake product this time.",1
Amazon Customer,Good but only recommended for coffee drinkers,4,19-Nov-18,"So I ordered the mocha cappuccino flavour. The taste is 7/10 and the mixability is 9/10 since I use a shaker bottle. However this particular flavour contains actual coffee, so if you're not a regular coffee drinker and have low caffeine tolerance like me, you're gonna feel the effects of coffee when you drink this. For instance, when I had this in the evenings, I couldn't fall asleep at night. So if you're gonna go ahead and buy this, make sure you're ok with this or you're a  regular coffee drinker and have high tolerance.",8
Maneesh Saxena,"Clearing Old Stock, Absolutely Pathetic, Beware",1,28-Dec-20,"I am truly disappointed with the product. I received protien which was manufactured 1.5 years ago and will expire in next 7 months.Beware that it's not an exception, they will deliver old stock only. I discussed with Amazon representative on this, I requested him for replacement. He said that on site itself it was mentioned that protien will expire by May 2021. But it was not written that it would be 1.5 years older.  So no replacement.. :(So guys please be careful before you order it.",3
Atishay j.,Lack of a spoon. Fake product!!,1,14-Sep-20,The box I got was without the spoon. I doubt the products originality. I have never seen a product without a scoop nor never heard. I am using Whey Protein for the last 10 years and this is the first instance which I have encountered in my life. How to measure the quantity and consume it. I never a multinational brand like Amazon to deliver this type of product. It impacts the brand image of the company.,4
SHREDDER,Amazing product. Love it!!!,5,15-Oct-18,"Thanks Cloudtail & Amazon for giving this genuine product. It's very hard to buy orignal protein supplements online, as you will never know till you get it. This is fully authentic as it has a scratch code which can be validated on the link for authenticity. I have been using it for quite some time and the protein just works wonders. A must buy for anyone who needs a pure protein addition in diet. Great for increasing muscle mass and reducing fat if taken properly with regular exercise.",6
T?j?s,Bad Experience.,3,26-Dec-20,While placing the order the Best before date was shown as 5/11/2021. The delivered product had expiry date of 06/2021. I was offered a replacement assuring that the new product would have expiry in 11/2021. However the replacement product had same expiry date. And then I was denied replacement /return. Kindly share right product details to Customers.,1
Akshay Patel,Not mixing well,1,9-Mar-22,"On the product, it says that Stir, shake, or blend until dissolved. But the product isn't dissolving at all. There are lumps left on the top which are not able to dissolve. Additional, there is some kind of layer of form after mixing with milk (mixing with water also has only a little layer of form and will taste like hell, will not be able to drink that). I don't know whether it is an original product or duplicate (yes, I checked on that website and it says Authentic Product but can't believe that).",1
Sushil,Not at PAR as I found out the same product bought from SHOP,1,4-Mar-20,"I use ON as usual Whey Protein for myselfusually I buy it from Shop or from my instructor straight from GYM,  this was my first time I bought it online and didn't like the taste at all, the inside lid was missing but it was sealed with transparent plastic from outside quite STRANGE!!!this isnt as effective as what i experienced usually...cant really comment on the sancity of the product but for sure something is wrong with the box I received and doesnt worth even 100 bucks whereas I have paid morethan 2.5 k on itfor me I wasted my money and lesson learnt not to go online when it comes to shop Whey Protein or supplements",3
George,"Scoop is different, not Golden .flavor rocky roads",2,14-Jul-21,"Product seems genuine. The only worry was the scoop is a transparent scoop with no logo on it. People who use Opitimum will be aware of the Golden scoop with Logo. I authenticated the product on Optimum website as well as had a call with the customer care- they told me due to environmental concerns the plastic  for the scoop is now transparent. Doesn't make sense at all? Taste wise is Ok.. flavours can be same as the actual rocky road, nor do other flavours except for the generic onces i.e vanilla, chocolate etc. Giving it 2 stars as of now, because of the scoop and the explanation given to me.",1
Amazon Customer,"Product was tampered, Pls take this seriously",1,30-Jul-22,Bottom of the container was tampered. Clearly it can be seen that the bottom of container was cut with something and the original product was replaced.WARNING: It's about health and selling such faulty products can seriously impact health.So double check every sign of any anomaly in the product and even when you see a slight sign of fake/tampering simply return it. No chance with health at all.,1
Anup,Excellent product excellent quality,5,17-Jan-21,I was concerned about all the fake products in the market. However I got original quality product from Amazon. The product is sold by Amazon Cloudtail which is why I took the risk of buying it online. All seals were proper and there was no tampering. The product itself is perfect and dissolved easily in water with some stirring.,1
ARUNKUMAR BASKAR,Authenticity Checked. 100% original.,5,12-Mar-22,"I was hesitant at first to order after reading some reviews about the product being fake. But i still ordered with the faith I had on Amazon.  After I received the product & before opening it, i checked the authenticity with the Code and packaging. Everything checked out well. I verified the product at authenticateon.in. I'm glad I received the original product.",1
Mahesh Parashar,Product is not correct one,1,1-Aug-22,"The media could not be loaded.
                
?Product code is unscratchable, i want to return this product i want to return",3
vidhi mittal,Fake product,1,12-Sep-21,"The media could not be loaded.
                
?It is clearly a fake product. No blue message at the bottom. No outline in Whey name. Don't buy it online plz. Go to the store and purchase directly from there. It is clearly a fake product",2
viralraj rathod,Just price too high as international but its works too,5,22-Jun-20,It's totally genuine after using for more than 1 months I saw it has result too as I follow diet too .. this can only help when u eat according to diet . It's good in digest pure taste nice mixibility and feel good in tummy no gas issues . Just price too high but its works too,3
Jigar patel,Best whey protein powder,5,14-Aug-19,"First when u got your order confirm first it's original or not..but without open its not possible...easy steps-1) take one glass of water and insart half spoon of powder in it..then observe powder melt in water automatically...2)check spoon design & mark bottom side center small round design and Mark was Made in USA,3)Use Packing Sr.no. to check on website, it indicates original or not, 4)Cane packing-Sometimes spelling mistake in duplicate powder packing and It's design and colour shade was different as compare with original, 5) Always order on authorized distributor, Amazon was good option in India for ON products,6) If u have doubt to how to check then show the video on YouTube for Original ON whey protein powder, u will found lots of trick on it.",2
Kantesh,Import it if possible,4,31-May-21,Flavor isn't the best. But actually it doesn't taste that gross. Rhey Haven't preserved it properly. It is exposed to more sunlight or heat. Any regular user of protein can say it. But it is good to start with. But I recommend my protein and not ON. On is better but if you have sources then import it,1
Mr Right,Fake product check at home put into hot milk check result,1,17-May-20,I bought 2 time first time was orignal but after that i can say its a fake productAnd i going to tell you how you can check at home .Just warm milk and put one cup protein powder . Check result and share And its change into  as plastic. You unble to drink it after cool or hot conditions.Plz check at home as i told you 100% fake,1
copper1106,High quality protein,5,27-May-21,"No problems with it. Tastes good, and does what is required. I haven't experienced any stomach problems etc, or nauseousness that comes with other protein shakes. This is a bit more expensive but I think it's worth it given the quality of the product.",1
Sammy,Authentic product from cloudtail India,5,28-Jul-19,"Purchased it during prime sale. I made sure the seller was cloudtail India as so many sellers are there. Checked scratch code on bright commodities website and I've had it before so knew from mixability, taste and smell that product is authentic. Double rich chocolate is the best flavor hands down, specially if you don't like protein shake too sweet as it doesn't have sucralose. Mixability, taste, quality & results are best. No comparison.",1
Haris khan,Not so good for me,4,25-May-21,"I think I feel bloated after having this regularly,But still I will recommend this to anyone who wants to have protein powder.If u have this regularly post workout then i must assure you that u will start seeing changes in ur body within 10 to 15 days.",1
Raghavendra Nayak,Scam : Donot Buy - Adulterated powder but orginal container,1,20-Sep-21,"Seems like these guys open the container from bottom and fill in some Adulterated powder which is harmful for your health, that's why you can authenticate the container. Kindly don't buy this product. Raised a complaint in consumer forum.",1
Your FaithFully,Fake Product!! Warning,1,28-Mar-22,"The original Packing doesn?? have seal pack cover while opening the lid, and the texts on the label is not the font ON uses stop fooling your customers",3
Noel.Rodrigues,100% Authentic product - Go for it if you're a beginner,5,11-Aug-22,"This is for the first time and I was little skeptical about buying protein supplements online. However, I am not at all disappointed for the choice I made. I got a 100% genuine product (I checked the authenticity of the product by going to the ON authencity website). Go for it.",1
Mehool S.,Not looking like usual,2,8-Sep-20,"I have been using ON product from past 3 years but this time when it delivered it was bit unusual as the packaging was not proper as when I just opened the seal the powder was spilling out , also the packaging colour was little different on the backside(not sure if ON have changed their packaging ) . Also I always use double chocolate so this time it tastes also different , I have texted the code to the given number for the authenticated it got verified as an original product though",2
Girish Bhanushali,Bad packaging and product genuineness altered,1,15 April 2022,"The media could not be loaded.
                
?Packaging of the product is very bad and Aaso the product is clearly seen to been opened and sealed back at the bottom for which photos and video is attached.",2
AKSHAY K.,Nice Product!!!,4,25-Dec-18,"The taste is really good. Mixes well with water and I advise those who want to achieve better results to use a blender and blend in some nuts along with the protein powder and drink it with water.I am using this product for 3 months and I have got it from Cloudtail. They sell original product.You can see results only if you do good workout like Gym or Swimming. Otherwise, it is waste of money, as it is only supplement!",1
Nilay Sahu,Best Whey Protein,5,13-Sep-19,"Have experienced transformation in the first week of use itself. And it's a genuine product.I highly recommend.There are two scratch code for authentication of the product. First is from On Nutrition itself, and second is from seller Bright Commodities.Both codes are different and authenticated on the respective websites.",2
Yogesh,Received the protein powder which was going to expire in 2 months only.,1,27-Jan-22,"Beware. I purchased this protein powder which has only 2 month left to expire. I couldn't use this product. I didn't see this first, and only noticed it once some one from my family mentioned this specifically that I was drinking expired protein.",1
Amazon Customer,"Old stock, tastes bitter, very unlike usual",1,3-Jan-21,I have bought this product from Amazon before and I??e been using it for a couple of years now. This time the Taste and texture were not like usual. Tastes bitter and left flour like grains after mixing. Either the product is disintegrated because it is old stock or something else is wrong.,2
Naveen,Sweet saliva after consuming,1,25-Oct-20,"I had brought other flavors of on gold earlier and everyone was superb, but this product i got was authenticated but an hour after consuming, saliva turns sweety and that taste last for 4-5 hours, i think they added some low quality sweetener because i never felt like this in previous packs! I don't how we can decide which whey is good and which contains impurities!",1
Pranjal,Opened and used,1,27-Dec-20,"I ordered it from coudtail India but still, I got a faulty product. product was authentic but the inner seal was not there and the product was also used although I easily returned it's very disappointing to face such issues with such reputed dealers.",2
Amazon Customer,Fake product,1,4-Oct-21,"The media could not be loaded.
                
?Absolutely horrible experience. This is the first time I got a fake product by Amazon I don?? think it?? verified and the seal is was not already there, Best is really bad I didn?? expect this from Amazon.",2
Riyaz,Worst packaging ever I've seen ever.,1,23-May-19,first I ordered this item and item came with no packaging.  I've used the same product from purchased from USA directly and this one taste completely different from previous one.Color of this and the previously used ON Whey is different. mix-ability of this whey is very less.And I've strong doubt the authenticity of this product.,1
Vikram singh,Fake product,1,11-Sep-18,Got fake product ....On the box instead of 29 servings ...28 servings is written on the box ....,13
gurpreet singh,"fake product, amazon customer care refused to refund and asked to throw it away and buy another one",1,19-Sep-21,"there is no importer sticker and amazon hade hide the importer name on their website, they are saying importer is glanbia and even if glanbia confirms if product is fake they will no refund",2
Ronak Katta,Check the scoop color and markation,1,11 April 2021,I bought ON Gold Standard 100% WHEY PROTEIN POWDER from Amazon and importer was Glanbia.When I unboxed it I found white scoop with no ON markation on it rather than golden scoop with ON markation and also it was forming lumps when mixed with cold milk with spoon. I think it is a fake product.,2
Saud Gangrekar,Fake product...,1,30-Nov-18,"It's totally Fake product, It is an indian manufactured product.. The original product is manufactured in U.S.. See the green dot??upside of WHEY IT IS the symbol of FSSAI product it means it is an indian product..I have shared one more pic it's difference btn original and fake.. I'll suggest u all plzz dont by this product its totally fake...",5
DobbyTheFreeElf,Fake product,1,16-Aug-20,The product was fake. The scratchcode was tampered with. Only first three alphabets of the code were printed. Amazon refunded within 24 hours which was awesome. The retailer I bought from is actually one of the authorised ones. This buy was a total bummer,1
Shash Srivastava,Not as per the expectations.,1,17-Oct-21,"The media could not be loaded.
                
?Please but these products from the shop itself as they might not be authentic when bought online. As for this product.. The outer seal was little damaged.. The inner white seal is probably missing as the powder is leaking out.",1
Nalini Prabha Sahu,"It's fake, hilarious, don't buy",1,23-Jun-21,"It's totally fake product, first thing something pinkish is visible inside  second scoop is not real, third no seal outside and inside also..Guys always go to ON main website, there it's given ways how to check if the product is original or not.I don't know why Amazon is allowing this type of sellers to sell this kind of health products specially..",1
Sravan krishna,I should have listened to the reviews,1,7 April 2022,The product authentication is done. But the powder is sticking to the walls . mixability at its worst! These scammers are playing with people's health and money.be alert!,2
Vemuru venkata Sai Sarath,Best product - ON Whey isolate,5,13-Sep-21,"I have been using protein powder for 3 years now and this is one of the best protein powder in the market. Price is high only because of the quality. If you are planning to buy?"", just go for it without second thought.",2
Vamsi Munukutla,Authentic. ON is the best for anyone beginners to intermediate,5,18-May-21,"If you are a beginner or even a intermediate, you cannot go wrong with this. If you're looking for something more professional would recommend any hydrate.100% Original Authentic ProductTastes best",1
Monalisa Sen ??,It's all about health & how dare u to sell a disgusting fake product ??,1,10-Aug-19,"Believe me it's totally fake product. U will get the authentic box with barcode but powder has been changed which u will get in it ( totally fake)..Even I got a pre scratched jar. I attached photo u can see. Smell is very bad , it wouldn't be mixed with water totally. ON is really gd, but Don't buy it from here. Tnx",3
Rahul,FAKE PRODUCT,1,1-Nov-19,"The product I received was adulterated. It is so well done that it is hard to spot. I had just put 2 scoops of powder in the shaker and added water without shaking(mixing) as I got caught up in some work. To my surprise when I came back, the whole thing was dissolved with very little remnants. This normally does not happen. I write this to warn other buyers to check consistency ,mixing and flavor asap after receiving the product and trust your gut when you feel something is off , else you'll be like me , stuck with a bad and potentially harmful product.",1
Hari,Tastes and Smells bad. Seems fake,1,1-Aug-22,Have been using Whey protein for long and buy the same flavour everytime. This one tastes and Smells really different in a bad way. This doesn't seem like a genuine product. Better to buy from the store,1
Ravi Raman,Genuine product,5,7-Jul-18,Test is good and I am 1st time user of any protein powder but it's working...was doing strength training from couple of months but nothing was noticeable in body...but after using this protein powder I feel some differences ..so will be using this for some longer duration,3
coexist,FAKE!!!!,1,23-Sep-21,"Received FAKE one this time . it's becoming trial and error on Amazon to order these nutrition products.Have ordered the same item multiple times this year, but this is FAKE for sure . came to know right from the first sip ...not sure what Amazon can do here???",1
Gurvinder Madan,Increased liver enzyme,1,27-Mar-22,Be careful before using. Consult your doctor and keep a track of liver enzymes.,1
Mohit Vijay Dogra,One of the best whey,5,13-May-21,The product is really nice and unadulterated. The best part is that you can check for the authenticity of the product by messaging the scratch code. Tbe flavour is really nice as well.,1
Hrschtn,fake product by cloudtail. the batch number did not match glandia data base.,1,29-Jul-21,fake product by cloudtail and glandia. they did not clarify it has been more than 10 days and i cant return the product because of the delay by glandia to respond to cloudtails fake product. the batch number did not match with glandia's data base and they havent responded to my email yet.,1
Yash Badgujar,Fake product,1,3-May-21,"Received a completely fake product. Have been using ON Whey for years now, this tastes completely different.",1
Adithye,"Fake Quality Product Being Listed On Amazon, No help from Customer Care",1,15-Jan-21,"I have been using this product for the past year in Europe, I bought the same flavor through Amazon when I reached India. The product tastes highly chemical and caustic, all requests to process returns have been ignored and no form of redressal provided by customer care. Highly advice against buying imported products through Amazon.",1
Balakrishna R,I feel most of the products are not up to mark.,2,8-Mar-19,I didn't liked the flavor as well It didn't mix it well with waterI suspect if this is orginal whey protein.I used the whye protien previously which do mix well with water and taste better. After taking orginal whey protein you should feel to energy or the effects of it.Unfortunately I didn't felt anything with this productAs I bought this and need to try few more days and see if it is total worth it,1
Akshat Bhargava,Cannot verify its originality since code is wrong.,3,4-Sep-20,How should I check authenticity when it has only 5 digits(please see image) where as there should be total 6 digits!Cannot comment if its original or not.,1
Deep,Expiry date issues,1,22-Mar-21,The only reason why the product is being sold at a discount is because the expiry is within 3 months. Product is manufactured in 2019.Please check the expiry date when buying,2
Ria V.,Diluted and Fake,1,6-Jul-21,"The product seemed diluted when compared to the one bought at the store. It formed more froth, taste was lighter, there was no seal on the bottle, powder was thinner. The authentication of the hologram failed on Bright commodities website.",1
