,review_helpful_vote,review_text,review_rating
1241,,Nice,4.0 out of 5 stars
1242,,Fastest Delivery by Amazon.,5.0 out of 5 stars
1243,,Experience was the worst for the iPhone... Hardware wise very good but its very useless phone ever used... Everything paid.... And very very restriction in usage... I love android so sold this phone in second hand market after a week,1.0 out of 5 stars
1244,,Nice very good like iphone 12 no heating i have used it for 2 months and write down review recommended for iphone lover,5.0 out of 5 stars
1245,,"Likes
Camera
Battery backup. using 20w adapter it’s charging pretty fast 80%in less than 40 minutes
Dislikes
Nothing as of now",5.0 out of 5 stars
1246,,Not value for money,5.0 out of 5 stars
1247,2 people found this helpful,"I love my iPhone 12
Battery superb it will last for whole day
Screen Oled rocks
Upgrading from 7 n it’s worth waiting.
It will be better If Mrp is little lower ? like 70,000",5.0 out of 5 stars
1248,One person found this helpful,Good,5.0 out of 5 stars
1249,,"Amazing phone
Delivered before time. Packaging was secure. Thanks ?",5.0 out of 5 stars
1250,,I like the performance and looks,3.0 out of 5 stars
1251,One person found this helpful,2 saal ki pocket money se liya hai phone. Bura kuch ho hi nhi sakta hai. ???,5.0 out of 5 stars
1252,,"This is simply awesome. What more can i say, its the latest iphone.",5.0 out of 5 stars
1253,,Very good buy,5.0 out of 5 stars
1254,,"Horrible product.
I phone has seriously degraded its quality over the years. I want to go back to days of i phone 5-6 era. Those were revolutionary. Apple is now selling plastic cases as iphones with same features as the chinese mobile company offers. Camera is average. The touch is average. The interface is only good thing that is left of iphone now. Lets hope apple improves its quality. Give us something new. Changing the name and cameras placement is not enough. Adding a new chip with the almost same speed as the old one and hiking the price by 20 k is not justifiable.",1.0 out of 5 stars
1255,,Excellent,5.0 out of 5 stars
1256,,Nice,4.0 out of 5 stars
1257,,If you are currently using iphone xs or below models this is definitely a worthy upgrade.,5.0 out of 5 stars
1258,,It’s fabulous !,5.0 out of 5 stars
1259,,Awesome delivery by amazon and good packaging,5.0 out of 5 stars
1260,,Finding the phone easy to use and it has all the features as detailed.,5.0 out of 5 stars
1261,,"I am using oneplus 7 pro , bought this as secondary ph... camera is just pathetic... not worthy. Got a scratchy product which hanged too had to replace still not happy. Oneplus is just the best. Period.",3.0 out of 5 stars
1262,,,5.0 out of 5 stars
1263,,,5.0 out of 5 stars
1264,One person found this helpful,Ordered new iPhone 12 and got used phone. Broken the camera and all scratches everywhere. Phone won’t turn on. Beware with Amazon iPhones. It’s completely scam.,1.0 out of 5 stars
1265,One person found this helpful,Phone is awesome,5.0 out of 5 stars
1266,One person found this helpful,"The charging cable does not work. When I reach out to Apple, they stated that I should contact Amazon where I bought this phone from. Amazon is making me run in circles. Simply got tired - that is what they want. NEVER purchase Apple products on Amazon. ALWAYS purchase from offline stores OR directly from Apple store. Period.",1.0 out of 5 stars
1267,,Great product.,5.0 out of 5 stars
1268,,"It works very swiftly.
Happy with the outcome",5.0 out of 5 stars
1269,,Just amazing,5.0 out of 5 stars
1270,,"My Phone Colour Is Light Blue.Not Black.
Any Reason Of This!!??",5.0 out of 5 stars
1271,,"Switched from android and I am happy how simple, fast and secure it is. Happy with the phone so far ?",5.0 out of 5 stars
1272,,Value for money,5.0 out of 5 stars
1273,,A phone with good performance,4.0 out of 5 stars
1274,,Fingerprint sensor are very fast,5.0 out of 5 stars
1275,One person found this helpful,Good upgrade for me... Works charm,5.0 out of 5 stars
1276,,Heats up fast,2.0 out of 5 stars
1277,,Original and genuine product,5.0 out of 5 stars
1278,One person found this helpful,Good phone,5.0 out of 5 stars
1279,,Best in segment,5.0 out of 5 stars
1280,7 people found this helpful,"Upgraded from one plus 7 pro
Never used IOS before,
Must say this is what phones are supposed to be.
Just go for it.
Early delivery by Amazon , Well packed and secure package.",5.0 out of 5 stars
1281,,"I love my iphone 12 so very much. Excellent display, battery life and camera and a14 processor chip is outstanding. Only one demerit and that is the cost of the phone. It's very expensive. Cheers...",5.0 out of 5 stars
1282,,The best iPhone I’ve ever used. Lighter and better battery when compared to iPhone 11. Incredible display and camera.,5.0 out of 5 stars
1283,,Awesome phone but price little bit too high,5.0 out of 5 stars
1284,,"Decent product with just an average battery life, Timely and safe delivery",5.0 out of 5 stars
1285,One person found this helpful,"Apple is loosing its grip as a premium product. Now it slows down, hangs often, reboots and irritate. It’s slowly becoming just a symbol rather than an actual smart phone.",3.0 out of 5 stars
1286,,Same old apple. Overpriced phone with standard features. Works well enough.,3.0 out of 5 stars
1287,,Haven’t used a smartphone this good. Would say just perfect for my need. Sometimes I feel likes touch is like butter. Battery works for me 2 days with dual sim usage.,5.0 out of 5 stars
1288,One person found this helpful,Perfect product to use without any glitch,5.0 out of 5 stars
1289,20 people found this helpful,"Battery backup is worst. My 2 year old redmi note7 pro (12k) easily runs one full day with more than 4 hour screen on time. But this new 60k phone almost dies with 2 hour Amazon music. Clearly not worth it. Apart from the 12mp ultra wide camera nothing else is impressive in this comparing to my old phone
. Updated to the latest iOS version. Running in low power mode. Still battery is draining. Since the replacement period is over, totally devastated. To conclude never buy an iPhone ever again. In video Battery charged to 96%. But after restarting the phone it shows 100%.",1.0 out of 5 stars
1290,,Good Phone,5.0 out of 5 stars
1291,2 people found this helpful,"If you have iphone 11/XR not much of a change expect the change in look from outside . From inside its still functions the same.
Battery like : Can be improved. Okayish currently.
Value of money: Not really. 80k INR is a lot of money.",3.0 out of 5 stars
1292,,Nothing to dislike,5.0 out of 5 stars
1293,,Working fine as of now,3.0 out of 5 stars
1294,,It’s amazing phone,5.0 out of 5 stars
1295,,Loved it,5.0 out of 5 stars
1296,,Apple is the best there is,5.0 out of 5 stars
1297,,"Great phone,Great camera,
great body. Liked everything about the phone,great battery backup,feels so premium in hands.",5.0 out of 5 stars
1298,,"You can trust Amazon ?
I am writing this after a week and it’s original apple product
Thank you Amazon ?",5.0 out of 5 stars
1299,One person found this helpful,Good smartphone,5.0 out of 5 stars
1300,,Great,5.0 out of 5 stars
1301,,Nice and costlier product without accessories,3.0 out of 5 stars
1302,One person found this helpful,It's super responsive and has a great display,5.0 out of 5 stars
1303,,"It’s unfair that they don’t include a charger and headphones, what rip off in the name eco friendly…",5.0 out of 5 stars
1304,,Sound quality,5.0 out of 5 stars
1305,3 people found this helpful,"Very good product. I was using 6S plus till now. After using for one and half month, it’s so impressive and battery is the best. It comes whole day. Very fast and smooth. Nice design.",5.0 out of 5 stars
1306,,Love it,5.0 out of 5 stars
1307,,Sound quality Excellent battery life excellent.pathetic picture quality not good mobile videos watching picture very bad camera picture is not good colours not accurate,3.0 out of 5 stars
1308,,"Camera quality, light weight and smart size of this smartphone makes it superior over its competitors.",5.0 out of 5 stars
1309,7 people found this helpful,"Don't buy this phone from Amazon . I got heating issue on this phone and when I reached the customer service they before the warranty , then they expected the letter of proof from Apple , even I shared that . The Amazon customer service people will give false promises .and and simply waste the time , and will never replace the item
. I think someone who got their first iPhone on Amazon gives good rating. I had conversation with Apple customer care , they are getting multiple calls for iPhone bought from Amazon . Seems Amazon got all defective products from Apple and sold . When we go to Apple service centre , they are ready for service for this defective products.",1.0 out of 5 stars
1310,One person found this helpful,Superb,5.0 out of 5 stars
1311,,Best decision i made,5.0 out of 5 stars
1312,,Brilliant in all the way. Good performance,5.0 out of 5 stars
1313,One person found this helpful,Superbbb phone.First time I am using I phone feeling better experience with I phone 12.if u will use i phone 12 then u never buy stupid oppo Vivo like android phone,5.0 out of 5 stars
1314,,Personal use for this like,5.0 out of 5 stars
1315,One person found this helpful,Superb phone from apple what can I add more to the fact. Though I miss a fingerprint sensor dearly.,5.0 out of 5 stars
1316,,GOOD PHONE,4.0 out of 5 stars
1317,One person found this helpful,"Amazon is selling defective products (iPhone 12) on discount!!!!!!! BE CAREFUL WITH BIG DISCOUNT ON COSTLY PRODUCTS SUCH AS iPhone. Once you perches it you are in trap and there’s no solution AT ALL. Just keep calling costumer care but nobody will help you with this and at the end, Costumes have to suffer for Sure!!!!",1.0 out of 5 stars
1318,,Very good,5.0 out of 5 stars
1319,,Excellent phone,5.0 out of 5 stars
1320,,"I am happy with my first iPhone 12.
Charger is not in box",5.0 out of 5 stars
1321,One person found this helpful,Scratches on the back of phone,1.0 out of 5 stars
1322,,Lovely phone and better body design,5.0 out of 5 stars
1323,One person found this helpful,Everything is ok except a small hair scratch on front display glass.,4.0 out of 5 stars
1324,,Worth it.,5.0 out of 5 stars
1325,5 people found this helpful,Thank you Apple Inc. and Amazon. It is worth for each penny. Kudos to you guys and yes it is assembled in India ??,5.0 out of 5 stars
1326,One person found this helpful,Superb,5.0 out of 5 stars
1327,One person found this helpful,Awesome product,5.0 out of 5 stars
1328,2 people found this helpful,Very bad product. Cheating the customer by delivering repaired devices. After upgrading software my phone is not turning on. RKLLP seller please don't send the non working device to the customer and your service is really worst. Please visit the apple store and buy the product,1.0 out of 5 stars
1329,,It really awesome product but the delivery time is late. Try under your own risk.,5.0 out of 5 stars
1330,,Nice,5.0 out of 5 stars
1331,,Good product,5.0 out of 5 stars
1332,One person found this helpful,Nothing much to say about an iPhone 12. Its brilliant and my all-time favorite.,5.0 out of 5 stars
1333,,Very bad charger and ear phone not put on the box,3.0 out of 5 stars
1334,34 people found this helpful,They called ceremic shield but it’s not for scratchless!!!!! I have so many scratches in my phone.......pls use tempered glass for protection of scratches!!!!!,4.0 out of 5 stars
1335,,Very nice,5.0 out of 5 stars
1336,One person found this helpful,"Battery life is good, lasts for 8-10 hours once fully charged
Screen quality is really great",5.0 out of 5 stars
1337,,Front camea not good,1.0 out of 5 stars
1338,,It has the best haptics!!!,5.0 out of 5 stars
1339,,Buttery smooth. Overall experience is very nice.,5.0 out of 5 stars
1340,,As usual apple is best in its segment. Flipkart delivery was smooth and fast within 24 hrs .,5.0 out of 5 stars
1341,,Beautiful phone,5.0 out of 5 stars
1342,,Disappointed with no charger and no headphones in the box.,5.0 out of 5 stars
1343,2 people found this helpful,Everything is good but battery life is poor.,4.0 out of 5 stars
1344,,It’s apple. Its the best there is,5.0 out of 5 stars
1345,,After 1-2 months use camera ring colour damage..,3.0 out of 5 stars
1346,,good to have an iphone,5.0 out of 5 stars
1347,,The delivery experience was really good and fast.Best price from Amazon.,5.0 out of 5 stars
1348,,Just amazing,5.0 out of 5 stars
1349,,"New phone but like old
sum scratch on side body",2.0 out of 5 stars
1350,,Loved the color.,5.0 out of 5 stars
1351,,Fantastic switch over from android to ios,5.0 out of 5 stars
1352,,,5.0 out of 5 stars
1353,,Everything is as per the declaration.,5.0 out of 5 stars
1354,,The two important feature I like abt it are light weight and very comfortable to hold.Battery lasts easily for a day.,5.0 out of 5 stars
1355,4 people found this helpful,"Best camera quality,screen resolution superb,battery performance for me like i also play highly graphics games (best in class).premium looks great performance,what else we want ??",5.0 out of 5 stars
1356,,"Simply superb. Best iPhone till date. It is flawless, but yes, battery could have been improved.",5.0 out of 5 stars
1357,2 people found this helpful,"Product is getting warm.. also pictures are very low resolution..getting scattered
This was my third iPhone…really disappointed
Wasted approx 80k .. Apple has now selling it around 65K
Not a god experience …will switch to another brand next time after having 10 years of attachments",2.0 out of 5 stars
1358,,There is nothing to dislike in this iphone,5.0 out of 5 stars
1359,One person found this helpful,Do not buy this product from Amazon.if any issue occurs within 7 days Amazon do not replace this item as per written agreement in product description they ask you to connect to apple customer care and apple ask you to visit service centre.,1.0 out of 5 stars
1360,One person found this helpful,"On mobile screen already scratches are present,i have tried to contact Amazon care & they are saying our system not accepting this image & denied to replace this mobile. This is totally disappointed.",1.0 out of 5 stars
1361,,"Badhiya hai, ek baar to lena chahiye",5.0 out of 5 stars
1362,,I liked it too much???,5.0 out of 5 stars
1363,One person found this helpful,"Another Amazing phone from Apple.
Better performance, nice battery, amazing camera.
Just one concern, apple should have given adopter too.",5.0 out of 5 stars
1364,,NYC experience,5.0 out of 5 stars
1365,,Awesome product. won’t regret for 80k after buying,5.0 out of 5 stars
1366,,"Smooth, clean , fast,simple and class.
Except for the front camera which is a bit underwhelming to me considering the price point and brand value,this is a beast of a device.",5.0 out of 5 stars
1367,,Product was to good,5.0 out of 5 stars
1368,,Great phone!,5.0 out of 5 stars
1369,,Best of the best,5.0 out of 5 stars
1370,,iPhone is always and iPHone. Very good CX and UX and trouble free usage. Camera this time is Super clear. Loving it !!,5.0 out of 5 stars
1371,,Apple gives what we pay,5.0 out of 5 stars
1372,,Very op,4.0 out of 5 stars
1373,,"Battery life is just ok
Camera is average
Front is below average",2.0 out of 5 stars
1374,,The iOS experience is just unreal.the optimisation of the system is top of the world.mine was made in India unit.????,5.0 out of 5 stars
1375,One person found this helpful,"At the first day of usage the touch was not responding properly it was functioning itself, i haved visited thenearest i care and they have taken it for further review to main service centre i have to wait oneweek to get it repaired . Its a disapponiting partfron such a brand",1.0 out of 5 stars
1376,One person found this helpful,"Best one!
camera???
Some pictures taken in very minimal lighting!",5.0 out of 5 stars
1377,,Go for android,1.0 out of 5 stars
1378,,,5.0 out of 5 stars
1379,,Good smartphone better performance with A14 Bionic.,5.0 out of 5 stars
1380,,The camera could have been better but still great pictures,5.0 out of 5 stars
1381,One person found this helpful,Amazing product go for it . Love it . No problem at all,5.0 out of 5 stars
1382,,,5.0 out of 5 stars
1383,,"Display quality is awesome. Camera quality good. It's Iphone, nothing else to describe",5.0 out of 5 stars
1384,,"Upgraded to iPhone 12 and guess what? Not at all disappointed.. Apple has done a great job and iPhone 12 has everything you need.
Go for it without a doubt..",5.0 out of 5 stars
1385,,It’s an iPhone it’s always grateful on hands!!!,5.0 out of 5 stars
1386,,Good product value for money,5.0 out of 5 stars
1387,,Switching android to iPhone! No regrets! Happy customer!,5.0 out of 5 stars
1388,One person found this helpful,i have upgraded from iphone 6 to 12 so for me it is best,5.0 out of 5 stars
1389,,Horrible,1.0 out of 5 stars
1390,,Awesome product,5.0 out of 5 stars
1391,,"Too good a phone !!! Light, beautiful and elegant !!!",5.0 out of 5 stars
1392,,It isy 1st I phone nice phone,5.0 out of 5 stars
1393,,Overall very good product,5.0 out of 5 stars
1394,,Nothing can be better than this. I am on top of the world now with this iPhone XII,5.0 out of 5 stars
1395,10 people found this helpful,"This phone is little bit expensive and the baddest thing there is no charging adapter on box, apple charging this much money for this phone without giving important accessories like charging adapter, ?",3.0 out of 5 stars
1396,,Performance was great,5.0 out of 5 stars
1397,,"Once an iphone lover, always an iphone lover.
The phone is great with smooth user interface, suits basic needs and has a great camera quality.",5.0 out of 5 stars
1398,,Very got,5.0 out of 5 stars
1399,,a Good phone but if you have iPhone 11 then there is no need to upgrade to iphone 12.,5.0 out of 5 stars
1400,One person found this helpful,"Wonderful experience, i have no words for the product to explain his efficiency design.",5.0 out of 5 stars
1401,One person found this helpful,I like it…..,5.0 out of 5 stars
1402,,Great phone,5.0 out of 5 stars
1403,,Absolutely loved it....everything about it is just mind boggling,5.0 out of 5 stars
1404,One person found this helpful,Nice and super,5.0 out of 5 stars
1405,,,5.0 out of 5 stars
1406,One person found this helpful,Product is awesome and worth buying.,5.0 out of 5 stars
1407,,Good product.,5.0 out of 5 stars
1408,,You all know about the product and it’s features. Here I am writing about Amazon is trusted you can buy IPhone here without any hesitations.,5.0 out of 5 stars
1409,,Class,5.0 out of 5 stars
1410,,,5.0 out of 5 stars
1411,,,3.0 out of 5 stars
1412,,"The best iPhone till now. Display, camera, performance",5.0 out of 5 stars
1413,,Good Product. Very good supplier. Earlier delivery with quality packing,5.0 out of 5 stars
1414,One person found this helpful,"Original iPhone 12, assembled in India. With good face recognition capabilities and good battery ? life.",5.0 out of 5 stars
1415,,"After three months, the phone is performing well. There have been no problems. All the features are working well.",5.0 out of 5 stars
1416,,I’m using iPhones since long time & this one is the best ever iPhone. Battery is decent but otherwise it’s top notch.,5.0 out of 5 stars
1417,,"Great experience so for , my first iPhone,",5.0 out of 5 stars
1418,One person found this helpful,Product is awesome but at continue using of this phone going to hot,5.0 out of 5 stars
1419,,,5.0 out of 5 stars
1420,,The best iPhone I’ve ever had,5.0 out of 5 stars
1421,,Nice phone Got it around 72.5k effective price after cash back.,5.0 out of 5 stars
1422,,All good,5.0 out of 5 stars
1423,,Dislike battry persontage is riduced?,1.0 out of 5 stars
1424,,Excellent,5.0 out of 5 stars
1425,,Amazing...... Excellent..... Easy to handle....,5.0 out of 5 stars
1426,,Good,5.0 out of 5 stars
1427,,Nice phone with awesome brand.,5.0 out of 5 stars
1428,2 people found this helpful,My phone power key not working after 20 days use ..now m helpless where m going for bacause amazon gives 10 day replacement only and iphone store so far from I’m lived,3.0 out of 5 stars
1429,One person found this helpful,"Everything is quite fine but only matters is battery backup is very low.
Hardly for a normal user it lasts not more than18-20 hours",5.0 out of 5 stars
1430,,Okay,5.0 out of 5 stars
1431,3 people found this helpful,Good phone,5.0 out of 5 stars
1432,,,5.0 out of 5 stars
1433,,"GOOD QUALITY
GOOD PRICE AMAZON",5.0 out of 5 stars
1434,,No comparison,5.0 out of 5 stars
1435,One person found this helpful,"As usual, apple products are upto the mark. Extremely efficient delivery by Amazon...keeo it up guys",5.0 out of 5 stars
1436,,If you only want an iOS you go for it or else you can buy Asus rog 5,5.0 out of 5 stars
1437,,"Apple user will always love an upgrade and new user will be delighted.
I am loving this upgrade.",5.0 out of 5 stars
1438,,Quality justified,5.0 out of 5 stars
1439,,It’s nice and 100% genuine iPhone 12… Writing review after using for 10-12 days,5.0 out of 5 stars
1440,9 people found this helpful,"The phone worked fine for 10 days after that the phone started heating and after that the charging was slow and now its 1month and the phone's speaker is not working .. i have given 84000 for this product to your company and i have called ur support system but they have told me to go to apple service center..
I have taken the phone today and they have told me that it will take 7 days to fix it .. but my point is that i want a new phone or i want my money back as i m not 1% satisfied with ur product and customer service so plzz dnt put ur company name down and provide me a new phone if the phone dosent satisfy me after the phone is returned to me by the apple service center . Or else i will go to consumer court .. plzz call me as soon as possible and provide me a proper reply and if i dont get any solution that is good to me then i will file an case in the consumer court .",1.0 out of 5 stars
1441,,sir thank you it is a very nice phone,5.0 out of 5 stars
1442,3 people found this helpful,12 vanilla is the phone to buy for the average user. Its the sweet spot for ? fans. If you really want the 3 cameras go for the pro max.,5.0 out of 5 stars
1443,,Amazon with amazing delivery and excellent product. Best app for shopping electronics items.,5.0 out of 5 stars
1444,,Love it,5.0 out of 5 stars
1445,,Super,5.0 out of 5 stars
1446,,Display damage,1.0 out of 5 stars
1447,9 people found this helpful,I bought this iPhone 12 128 GB after 3 days slowly letter b stoped working on keyboard I thought it was software glitch as sometime updateing software would solve the issue as we are in a pandamic situation I moved to my village where there little reception so update took 2 to 3 days to download. But even after updating there was no improvement so called apple support spoke to then at length about my situation and after hearing me they did some troubleshooting and came to a conclusion that it has some hardware problem and should approach Amazon as they were responsible for selling me this product for replacement. by this time 7 days completed and according to the Amazon policy they only return and replace for 7 days. When spoke to Amazon customer care they just wouldn't connect me to the concern department they just bluntly say I should approach apple but apple executive tells me he can't do anything. Is this how you treat a loyal customer you can check my account the and frequency I order trough Amazon. Not even connecting call to the concern department.,1.0 out of 5 stars
1448,,Charger and battery is not good,5.0 out of 5 stars
1449,,"There's enough written about the iPhone already, what I liked was the user experience of buying from Amazon rather than from a store.",5.0 out of 5 stars
1450,,Most beloved phone of mine,5.0 out of 5 stars
1451,,Awesome beast???,5.0 out of 5 stars
1452,,"As expected by apple.
Apple the name is enough",5.0 out of 5 stars
1453,,It was a very good purchase at such a good discounted rate,5.0 out of 5 stars
1454,,The charging cable is not working.. how do I replace it,5.0 out of 5 stars
1455,10 people found this helpful,,5.0 out of 5 stars
1456,,Iphone12 exactly how it should be,5.0 out of 5 stars
1457,,Good camera,5.0 out of 5 stars
1458,,Top notch product,5.0 out of 5 stars
1459,,Awesome phone....,5.0 out of 5 stars
1460,,All good,5.0 out of 5 stars
1461,,I feel veryyyyyyy gooooodddd because it's screen is very good and touch response is awesome I am promoting it buts very goooodddd,5.0 out of 5 stars
1462,,Nothing,5.0 out of 5 stars
1463,,,5.0 out of 5 stars
1464,2 people found this helpful,"The mobile was under water for 2 minutes and the mobile was not repaired by telling the water Damege.
Don't waste your money buying iPhone 12.",1.0 out of 5 stars
1465,One person found this helpful,I will never suggest to anyone to by this phone from amazon. Chip quality and very poor battery power. Don't waste your money.,1.0 out of 5 stars
1466,,There is no phone like iphone.,5.0 out of 5 stars
1467,,It is really a great phone if you can afford it. However battery really sucks,5.0 out of 5 stars
1468,,Nice mobile,5.0 out of 5 stars
1469,One person found this helpful,Best smartphone ever in my life,5.0 out of 5 stars
1470,One person found this helpful,"Apple always Appel
Screen quality and face unlock excellent",5.0 out of 5 stars
1471,One person found this helpful,Great,5.0 out of 5 stars
1472,,"You can buy the elephant but there is no controlling stick ( charger).. You have to search all the market to buy one. Advice: If you are an android user never buy an Apple phone through online. Instead visit direct showroom to buy one, then only you will get full accesories.",1.0 out of 5 stars
1473,6 people found this helpful,"I bought this phone just for creating video content.
My main intention to buy this was it's mind-blowing camera.
But guess what, when the phone got delivered the only thing not working was it's camera.
Now,neither Amazon and not the so called APPLE is replacing the phone even after agreeing that there is a manufacturing defect in the phone.
They just repaired this defective phone .
Really upset with Amazon and APPLE service providers.
Will never buy or recommend anyone else to buy APPLE's product from now on..
#Unsatisfiedcustomer",1.0 out of 5 stars
1474,,Supreme quality ever.. but in charging phone heating too much otherwise no dought it is worth in this price point,5.0 out of 5 stars
1475,,Fav smartphone,5.0 out of 5 stars
1476,5 people found this helpful,"This is the worst apple product I bought so far. After one week of my purchase, I felt the battery is draining fast without any usage. I occasionally use my phones for browsing purposes. Charged to 100% on one evening and switched off for 25 hrs due to fever. After 25 hrs, when I switched on my mobile, the battery is 56%. I am wondering how can I fix it. Disabled all background refresh for apps and did as much as possible to improve the battery life. But no use. I regret to buy this defective product from Apple/amazon",1.0 out of 5 stars
1477,10 people found this helpful,"Overall it looks good, coming from XR it looks a good upgrade for me. Design is ‘back to basics’ which is compelling. I loved the fast response among other things.",5.0 out of 5 stars
1478,,,5.0 out of 5 stars
1479,One person found this helpful,"Was out of country and have opened this iPhone which I have ordered in Jan yesterday only and have found that it was damaged from screen .
How can I get a product replacement as return window has also got closed and have got a defected product .
Pls help",1.0 out of 5 stars
1480,,Long term apple products user. Love everything about the brand,5.0 out of 5 stars
1481,,Best phone,5.0 out of 5 stars
1482,One person found this helpful,Very nice phone,5.0 out of 5 stars
1483,,Katai sexy,5.0 out of 5 stars
1484,,Face lock is there not fingerprint but it was Fabulous product,5.0 out of 5 stars
1485,,"I Loved I Phone X, because of size & design !!
This one better in both aspects, it’s a very light phone !!",5.0 out of 5 stars
1486,,Great phone and no issues with the piece received from Amazon.,5.0 out of 5 stars
1487,,Camera and screen quality!!!!!!! Best apple offered yet so far.,5.0 out of 5 stars
1488,2 people found this helpful,Phone gajab hai bhai. Amazon ne bahut acche se deliever kiya. Fully satisfied.,5.0 out of 5 stars
1489,,"Best phone one can ever get.
If you r old iphone user, this is one for you",5.0 out of 5 stars
1490,,Smooth as butter (Both Hardware and Software) ??,5.0 out of 5 stars
1491,,Everything is perfect,5.0 out of 5 stars
1492,2 people found this helpful,Great smartphone. but funny thing is that it doesn’t support airtel in my phone. Maybe they need a software update or should look into this issue.,5.0 out of 5 stars
1493,,Excellent experience,5.0 out of 5 stars
1494,,Phone is good,5.0 out of 5 stars
1495,,Best price by Amazon,5.0 out of 5 stars
1496,,Perfect design,5.0 out of 5 stars
1497,,Superb Product made by Apple.,5.0 out of 5 stars
1498,,No negative feedback....it's all awesome,5.0 out of 5 stars
1499,,"Should hv bought the 11 pro instead of the 12. More features, better built, much better looks.",5.0 out of 5 stars
1500,,Looks like Charm. delivered as promised.,5.0 out of 5 stars
1501,,Its good,5.0 out of 5 stars
1502,,It’s an awesome phone. Best in technology. After two months of used didn’t find any negative.,5.0 out of 5 stars
1503,,Amazing product from Apple. Just go for it,5.0 out of 5 stars
1504,,Simply Loving it!! Amazing phone. Battery could have been better but overall a great phone. Would definitely recommend,5.0 out of 5 stars
1505,,My iPhone 12 display are very warm yellow even I turned off truetone and nightshift.,3.0 out of 5 stars
1506,,Iphone 12 is by far the best iPhone no wonder why its getting all the praises from everyone. Thanks amazon for smooth delivery.,5.0 out of 5 stars
1507,,"Finally got dream phone, this is my first iPhone
Loved it",5.0 out of 5 stars
1508,,Apple is apple…great phone,5.0 out of 5 stars
1509,,Good,5.0 out of 5 stars
1510,3 people found this helpful,Excited actually....perfect phone.Will update after continous usage.,5.0 out of 5 stars
1511,,I love it,5.0 out of 5 stars
1512,,"This is a Gem. The product meets your expectations. Display, Battery life and Camera : Best in class.",5.0 out of 5 stars
1513,,Nice product deleviry fast,5.0 out of 5 stars
1514,,Battery Life is good and Screen Quality is very good,5.0 out of 5 stars
1515,45 people found this helpful,"Device is wonderful but never buy expensive items from Amazon, its better to purchase from Apple store.
Delayed delivery by 3 days and on top of it no one in amazon knows where my device was. I have to perform multiple follow ups to enquire about my device and Amazon CSR is worst when it comes to logging a complaint.
The final product received is having a dent and Amazon denied servicing and asked to check with Apple, Apple of-course denied since the product is purchased from third party e-commerce website.
Lesson learned after 5 days of total frustration and being played as shuttlecock between Amazon and Apple, its better to spend few bucks more and purchase iPhone from Apple rather than typing this review with a dented device.",1.0 out of 5 stars
1516,,Absolute beast,5.0 out of 5 stars
1517,,Simply super,5.0 out of 5 stars
1518,One person found this helpful,Apple should have given charger along with it for the people first time buying,3.0 out of 5 stars
1519,14 people found this helpful,"I got this phone on 4th May. And something was wrong with this phone. Also my brother bought the same phone but from a store. And that's working perfectly.
Also apple gives 14 day return policy on each apple product but they closed my return window in 6 days
I started facing battery issues after few days. Phone was charging from 0-100% in about half an hour and same with the discharge.
It went from 100 to 46% in 15 minutes and sometimes sudden shutdowns. I visited service centres and still my issues have not been resolved.
I tried amazon support to help me but nothing happened and still the device is not in well condition and I can't use it.
I had already checked that my product is genuine by filling all the details at apple website.
But something is wrong either from amazon or apple.
I can recommend if you are buying this device buy it a from a genuine store.
In order to save 2-3k I made a mistake I guess.",1.0 out of 5 stars
1520,,"Firstly i would like to thank Amazon for a safer and faster delivery.
Red looks so awesome",5.0 out of 5 stars
1521,,Nice,4.0 out of 5 stars
1522,,Nice product,5.0 out of 5 stars
1523,94 people found this helpful,I purchased new apple iphone12 with exchange of my samsung m31. from day1 while charging the body is conducting electricity .replaced chargers but still same issue. cross checked earthing of home-it is fine . then contacted apple support . they told me to get a replacement from the seller but amazon is just avoiding to replace. they asked emails proofs of case id of apple support. I provided them but still they are not assuring replacement . They sell defective products and do not replace. THIS IS DISGUSTING,1.0 out of 5 stars
1524,,Sexy,5.0 out of 5 stars
1525,4 people found this helpful,"Changed from iPhone X, Got the new blue colour, something unique from apple. Great battery backup and the edges now look too premium. Overall, such a great buy ?",5.0 out of 5 stars
1526,,Love it. Had an amazing experience. Thank you!!,5.0 out of 5 stars
1527,,?,5.0 out of 5 stars
1528,2 people found this helpful,"It didn't met my expectations. Never gonna buy iOS mobile again. No user experience. Found that it is very basic. Means intial stages of Android OS has these problems like no big app availablity n not great experience from UI etc.,
My suggestion a BIG NO to Apple iPhone.
Yeah, I agree that iPhone is an iconic status symbol in INDIA. to showoff you can buy an iPhone.",1.0 out of 5 stars
1529,One person found this helpful,Great device. Amazing Cameras. Battery is good for a day. I don’t play games so I’m not sure about it.,5.0 out of 5 stars
1530,One person found this helpful,Fulfilled all promises,5.0 out of 5 stars
1531,,Loved it!!,5.0 out of 5 stars
1532,,Iphone 12 256 GB,5.0 out of 5 stars
1533,,Good,4.0 out of 5 stars
1534,,It is nice,5.0 out of 5 stars
1535,,Security and screen clarity,5.0 out of 5 stars
1536,,Very good product,5.0 out of 5 stars
1537,,Back to IOS and great decision to buy iPhone again,5.0 out of 5 stars
1538,,Why it is heating up while charge,3.0 out of 5 stars
1539,,"Value for money....Battery Life, Camera, Performance everything is just perfect...awesome ?",5.0 out of 5 stars
