"review_name","review_rating","review_title","review_text","review_helpful_vote"
"Pradeep","4.0 out of 5 stars","Nice","Good",""
"Bhanupranaypalakonda","5.0 out of 5 stars","value for money","nice",""
"Bratendu Chakraborty","4.0 out of 5 stars","Very good product.","Happy with it.",""
"Sachin paul","4.0 out of 5 stars","Good","Good product",""
"abhijeet vatsa","4.0 out of 5 stars","A simple water bottle","Not so durable",""
"Mukhtar khaN","4.0 out of 5 stars","Trust brand","I trust this company.ol product of this company are good and trusty","One person found this helpful"
"mansi","5.0 out of 5 stars","Thanks amazon and milton","Leak proof ; light weight ; easy to carry 👍",""
"Arnab Khanra","5.0 out of 5 stars","Superb and yes its original","Very good leak proof bottle. And the red circular sticker is their new logo. (I got in touch with the milton customer care regarding this.) Hence its original. Just go for it",""
"Ramesh yadav","5.0 out of 5 stars","My order replaced but no notification for old return or exchange","Product ok but replacement Proses not transparent.",""
"Pankaj Mistry","5.0 out of 5 stars","Excellent","Ordered this product on Amazon and delivery was as per schedule. The bottle is exactly as displayed, quality is top notch and looks attractive as well. Thoroughly happy and satisfied with the product and Amazon service",""
"Gopi","4.0 out of 5 stars","good","good",""
"Srinivasulu sambu","1.0 out of 5 stars","Bad","Not so good",""
"Komalagiri Ramanand","5.0 out of 5 stars","Handy","Good quality",""
"Amazon Customer","4.0 out of 5 stars","Good,","Nice products,",""
"Nandhini","4.0 out of 5 stars","Good product","Very good product really I'm impressed",""
"vignesh","4.0 out of 5 stars","Nice","Nice",""
"HKB","4.0 out of 5 stars","Review","Good product",""
"Promod Kumar sahu","3.0 out of 5 stars","Good","Good",""
"Amazon Customer","1.0 out of 5 stars","Very bad decision to buy","Bottle smell like steel do not have any type of surrounding inside",""
"P. S","3.0 out of 5 stars","Good","Good alternative to plastic bottles.",""
"Pratik","5.0 out of 5 stars","Good","Good",""
"aa.#$r","5.0 out of 5 stars","Does what it is ment to do","Product is great.. but be aware... I received two bottles and both seemed like they were damaged. Had to push the rubber inside and then it was fine.",""
"Rao","2.0 out of 5 stars","Leaking","Looks very good, but it is leaking from cap",""
"Santosh kumar","5.0 out of 5 stars","Good","Good",""
"Anjan Sarmah","3.0 out of 5 stars","No comment","No comment",""
"SUHAS HD","1.0 out of 5 stars","made from cheapest material they could get","a disgrace for a brand like milton, the local shop has better steel bottles for the price , you will feel bitter taste(metal taste) as you take sips from it, i don`t think it`s healthy to drink from this bottle with that taste coming from it,as it might be the reaction with water and the metal, or the chemicals used","One person found this helpful"
"Ash","5.0 out of 5 stars","Go for it. Best steel bottle available","Good. Nice quality steel water bottle with 1 liter capacity",""
"RAMANISUDHAKAR J","5.0 out of 5 stars","Good product. Valuable to me","I like this product",""
"sidhartha chauhan","3.0 out of 5 stars","Fine product","Little overpriced",""
"Adarsh Kallimath","3.0 out of 5 stars","Good","Looks good intially",""
"Kavita munot","3.0 out of 5 stars","Good buy","Light sleight and easy to clean",""
"Pritam Shah","4.0 out of 5 stars","Best","Nice quality",""
"Pm","4.0 out of 5 stars","Good","Like",""
"manu","5.0 out of 5 stars","Good","Nice product, love it","One person found this helpful"
"Debasis G.","4.0 out of 5 stars","Good product","Nice product",""
"Biswajit paul","3.0 out of 5 stars","Average","🤔",""
"Tharun","1.0 out of 5 stars","It get easily damage when it fell's down","It gets easily damage when it falls down",""
"Smriti Khanna","1.0 out of 5 stars","Waste of money","The bottles started smelling in 15days (despite cleaning and drying). I have Nykaa steel bottles for a year now and they are perfect......some serious issue with this product...please don't buy and waste yours money.",""
"K.Srinivas","4.0 out of 5 stars","Good product value for money","Useful product",""
"sahul hameed basha","4.0 out of 5 stars","Water bottle","Nice",""
"Masood A.","3.0 out of 5 stars","Good","Good
But doesn't keep water cool",""
"Jeenal.","3.0 out of 5 stars","Ok ok","Not A long lasting cool or hot",""
"Vj","1.0 out of 5 stars","Fooled by the product!!","Absolutely horrible product. Seems like fake, not like insulated bottle; doesn’t keep water hot even for an hour and outer layer is very thin that we can’t even hold the bottle with hot water. Should have selected some other company insulated bottle. Completely fooled in buying.",""
"Jasmin Kaneria","5.0 out of 5 stars","Yes","Milton is good quality",""
"Swarnima","5.0 out of 5 stars","Too good","Nice water bottle",""
"Puja kumari","5.0 out of 5 stars","Good","Good",""
"Srinija","3.0 out of 5 stars","Average","Heat doesn't stay.",""
"Suresh P","3.0 out of 5 stars","Ok","Ok",""
"Priyanka Saraf","5.0 out of 5 stars","Bottle","The quality is good.I liked it.",""
"Ramakrishna","2.0 out of 5 stars","Milton","Milton steel bottle is good but hot and cool
water maximum 2 hrs",""
"Ranjan Kumar","1.0 out of 5 stars","It's not even stainless steel","If you leave water for couple of days it will start smelling like iron.
It's definitely not stainless steel and even the steel coating is very thin.
Not worth even a penny.",""
"santanu dutta","3.0 out of 5 stars","Good product with a bad smell in water","Bad smell in water",""
"Kamlesh Doshi","1.0 out of 5 stars","Pathetic. There were droplets inside. Selling used products.","There were droplets inside the bottle. Obviously it was used earlier cleaned and resold .",""
"Shiv Shankar","3.0 out of 5 stars","Best and nice","Nice and full fill of money",""
"Gowtham reddy","4.0 out of 5 stars","Useful","Good product",""
"Ruchi","3.0 out of 5 stars","Milton bottle","Worth of money nice bottle",""
"Sri Krishna Tejaswi Yedida","4.0 out of 5 stars","Good product","Nice product. It's a simple unisteel bottle.",""
"THANUKU THARUN KUMAR","5.0 out of 5 stars","No","No",""
"PRASHANTKUMAR","5.0 out of 5 stars","Good quality","Good",""
"LALIT GROVER","1.0 out of 5 stars","Started leaking after 1 month of use","The bottle is poorly built. It started leaking after 1 month of use. Please buy a good quality product.",""
"Geeta Nair","3.0 out of 5 stars","Ok","Very light in weight. Easily topples.",""
"Ayaz shaikh","5.0 out of 5 stars","Good","I am writing thos review after using this product for 2 months. It's brand says all nothing to write. But it's not thermosteel bottle",""
"Amitgujarati124","4.0 out of 5 stars","Worthy to buy","Great product",""
"Richa Pareek","1.0 out of 5 stars","Leaks","Water leak from bottle",""
"Priyanka Kumar","1.0 out of 5 stars","Wastage of money","Wastage of money. The product is very bad. Within 5 days git rusted and water leaks. Wen you sip you will get salty taste of the rust",""
"kranthi kumar reddy","4.0 out of 5 stars","It's good","Perfect",""
"Haresh","5.0 out of 5 stars","Value for money","Good one","One person found this helpful"
"maichal saldhana","5.0 out of 5 stars","Nice product","Nice product at affordable price",""
"Amudhan B.","4.0 out of 5 stars","Worth for buying","Good product, but not strong.",""
"Santosh maurya","1.0 out of 5 stars","Poor item","Very pore",""
"Sreekanth Thatikonda","4.0 out of 5 stars","Vfm","Nice",""
"Mihir Ku. Behera","4.0 out of 5 stars","Good","Design could be more ergonomic and handy",""
"GOBIND SINGH","4.0 out of 5 stars","Good","Good product",""
"Nishant Oza","4.0 out of 5 stars","Good product","Good product",""
"aboohaji","4.0 out of 5 stars","Water bottle","Good value very high",""
"Salman Khan","4.0 out of 5 stars","Nice","Nice",""
"Amazon Customer","2.0 out of 5 stars","Looks like fake milton","Pretty bad finishing , looks like fake milton.",""
"Roshan sondkar","5.0 out of 5 stars","Quality as expected","Best",""
"vivek","1.0 out of 5 stars","Leaks","Not very good. We thought it's Milton so won't leak. But it does.","One person found this helpful"
"Ruby Jha","3.0 out of 5 stars","Leaks","It leaks. Gasket is not ok of cover",""
"Nik","4.0 out of 5 stars","Pretty good","Amazing",""
"Rakesh raman","4.0 out of 5 stars","Goood","Like ittt",""
"Choudhury Umakanta Sahoo","5.0 out of 5 stars","Easy to wash","Good one for water bottle",""
"manvi sharma","5.0 out of 5 stars","Very nice","It's awesome. It has wide mouth so easy to. Clean. It fits fridge easily.. Very gud. Must buy instead of. Plastic bottle.",""
"Satish","3.0 out of 5 stars","Hello","Not very good",""
"kingkini shimray","5.0 out of 5 stars","Milton Aqua 1000 Single Walled Stainless Steel Fridge Water Bottle, 930ml, Silver","I loved the bottle. It is perfectly fitting in my fridge. Easy to clean and will last long, not like glass bottle which breaks anytime.",""
"Krishna","5.0 out of 5 stars","Good quality","The product has a very long durability.....Loved it",""
"prasanna","1.0 out of 5 stars","Waste of money","Weightless,dent in bottom after usage of one week, disappointed with Milton",""
"IRSHAD AHMAD","5.0 out of 5 stars","Good product","Name is enough.",""
"SANTHAPPAN A","3.0 out of 5 stars","Ok","Just ok",""
"Amazon Customer","3.0 out of 5 stars","Good product...but not thick material.","Good quality ss. But not thick enough to last long.",""
"Amazon Customer","4.0 out of 5 stars","Good","Good",""
"Oisik Das","5.0 out of 5 stars","Quality","Quality material as expected from Milton.",""
"Amazon Customer","5.0 out of 5 stars","Awesome Product from Milton as usual","Awesome Product from Milton as usual
Value for Money",""
"Pram","5.0 out of 5 stars","Good product by Milton - Amazon","Nice and smooth finish. It is single piece item with no joints. Not sure of the quality of steel but it is rust less since using it for 2 months without any problem.",""
"shashi nakwal","1.0 out of 5 stars","Very worst product....","Its very worst product , its not good .",""
"Anju","5.0 out of 5 stars","Nice product.","Leak proof, good quality, go for it.",""
"Kaviya Tiles","4.0 out of 5 stars","Increase the vaccum","Make strong bottom of the bottle",""
"Manju","5.0 out of 5 stars","A good water bottle","It's very easy to clean,has no odour and has a coating inside the lid that prevents leakage. A very good product from Milton.",""
"Monika Pd","4.0 out of 5 stars","good product","Value for money",""
"sapna sharma","1.0 out of 5 stars","Disappointed","The product wasn't original MILTON. It doesn't lid properly also the replacement never happened. This amazon disappointed me completely. Waste of money as well.",""
"satheesh","4.0 out of 5 stars","Good","Good product",""
"Rishabh sharma","4.0 out of 5 stars","Nice","Nice",""
"AMAR P SINGH","4.0 out of 5 stars","Good","Good",""
"K Sharma","5.0 out of 5 stars","Just right for school water bottle","Nice and leakproof.",""
"Chaitra Devadiga","5.0 out of 5 stars","Good","Lightweight and leak proof.",""
"Arun Kumar","5.0 out of 5 stars","Awesome","Best quality",""
"palash","4.0 out of 5 stars","Nice","It was a nice product",""
"G N Raju","1.0 out of 5 stars","Worrest quality","Worrest nd cheaf quality",""
"Savita D.","3.0 out of 5 stars","Useful","It's good.avoid plastic",""
"Pure","4.0 out of 5 stars","Dr","Easy to drink",""
"Sachin","4.0 out of 5 stars","Awesome","Awsome",""
"Rahul Malve","3.0 out of 5 stars","It leaks","It leaks",""
"Nagaraja A","5.0 out of 5 stars","Good product for life","Good product",""
"Anamta a.","5.0 out of 5 stars","Light weight best quality","Good quality",""
"Customer","2.0 out of 5 stars","Steel quality is weak","Weak outer layer. It wi easily have dent if drops from your hand. Steel quality is weak.",""
"arnab de","4.0 out of 5 stars","Good bottle","Good",""
"Bintesh s.","2.0 out of 5 stars","It's good overall but it is made up of cheap materials","Overall the product is very good but it has some cons like the bottle started smelling after using it for one month. This is the only issue which I have with the product .....",""
"riffai","4.0 out of 5 stars","Valuable","Bestproducat",""
"muhammed soufeer","4.0 out of 5 stars","Best","Useful",""
"GUDDU KUMAR","4.0 out of 5 stars","Good","Good",""
"Bina mandal","1.0 out of 5 stars","Does not provide leak proof","Main disadvantage is its does not provide leak proof function",""
"Deepak B V","1.0 out of 5 stars","Don’t always fall for brand","Leakage in cap. Not even that sturdy. Dont just always fall for brand. To certain time they give quality fir good price but when they know the brand got roots they start to sell bad products.",""
"VBNAIDU","2.0 out of 5 stars","Ok","Recieved with damage",""
"K k jha","5.0 out of 5 stars","Good","Good",""
"Sarbjit Singh","4.0 out of 5 stars","Good","Bottle gets dented easily rest it's fabulous",""
"Ps","1.0 out of 5 stars","Bad product","Not a good quality product. It just smells like hell. After cleaning also when u keep bottle filled with water it's just stink. I will not recommend this product. Bad option. Milton really disappointing.",""
"INDU PRAKASH","4.0 out of 5 stars","Material is good and bottles are working fine","quality product and working fine.",""
"Banu","4.0 out of 5 stars","Very good","Very good and useful",""
"Sredha","4.0 out of 5 stars","Excellent 👌","Durability",""
"sushma","4.0 out of 5 stars","Good","Good",""
"Resmi","1.0 out of 5 stars","damaged product.","Received a damaged product.",""
"Subrat Kumar das","4.0 out of 5 stars","Good","Could Deform its shape when dropped",""
"Shobha Singh","1.0 out of 5 stars","Item broken and opened before delivery","Bottle had been opened before maybe. It had multiple scratches. One of them was very big and deep. When I took it out, it even had fingerprints on it. Returned it that very minute.",""
"Parida The Brand","5.0 out of 5 stars","Good","Good",""
"Tariq khan","3.0 out of 5 stars","But quality not soo good","Good",""
"pallav garg","4.0 out of 5 stars","Good to buy Simple and sober Leak proof cap","Good to buy
Simple and sober
Leak proof cap...",""
"Mihg","5.0 out of 5 stars","Perfect","Perfect product. It is leak proof. The only thing, when we open bottle , will see some water dropping from cap which used to stuck in cap-thread space. Overall liked it",""
"Nitesh","2.0 out of 5 stars","Not advisable for brisk warm water even. Becomes too hot","It is not worth spending money on non-insulated flasks if you want hot water. it becomes too hot for even slight hot water. so bad that you cannot hold it even while filling it from water dispenser in office whole filling hot water",""
"Amazon Customer","4.0 out of 5 stars","Quality","Worth for money",""
"Prasenjeet Singh","3.0 out of 5 stars","Good","It gets dent",""
"Prince.","5.0 out of 5 stars","Best","Superb",""
"Avijeet Ghoshal","3.0 out of 5 stars","It's just a water container not a hot or cold container.","Not recommended",""
"Manish p.","3.0 out of 5 stars","Better than ok","Quality is medium....",""
"ABHISHEK NARAYAN","3.0 out of 5 stars","It's quite good","Very nice",""
"Aruna M","4.0 out of 5 stars","GOOD","GOOD",""
"chandra dhar sharma","3.0 out of 5 stars","Low quality","Okay type",""
"Lankeswara rao","5.0 out of 5 stars","Good one","Good product",""
"Wipro Ltd C/O Harish Singh","5.0 out of 5 stars","Plastics are history","Excellent product",""
"Amazon Customer","3.0 out of 5 stars","Ok purchase","Dents easily.",""
"Prabhakar J","4.0 out of 5 stars","Good.","Good one.",""
"Bhaskar Arora","3.0 out of 5 stars","Leaks and easily dented.","Easily dented, leaks also.",""
"Vidisha Mishra","1.0 out of 5 stars","Worthless product","Bottle is licking ,does not meet the expectation with milton & Amazon as well .",""
"SUHAS R.DHULE","4.0 out of 5 stars","Good but","Good but not best option....",""
"Amazon Customer","4.0 out of 5 stars","Good","Good",""
"Deepak Goswami","5.0 out of 5 stars","Real Stainless Steel","Milton never compromise with quality",""
"Subir Sen","4.0 out of 5 stars","Good","All over good",""
"Karthikeyan","4.0 out of 5 stars","Good","Good",""
"Thokchom","3.0 out of 5 stars","Average","Not bad but not the best.. it's okay for the price",""
"Anshuman Shinde","4.0 out of 5 stars","Light weight bottle. Value for money","Light weight bottle. Value for money",""
"mD.wazeer","4.0 out of 5 stars","Good quality","Excellent",""
"Pradeep Vishwakarma","5.0 out of 5 stars","Good materials","Every thing is good",""
"Amazon Customer","4.0 out of 5 stars","Good product","Good product",""
"Partha Pratim Samant","5.0 out of 5 stars","Awesome","Pretty good",""
"Dilipsinh Devisinh Rajput","5.0 out of 5 stars","Gooo","No dislike",""
"Shruti Gupta","5.0 out of 5 stars","Overall good","Worth money",""
"aradhana moulick","5.0 out of 5 stars","Nice quality","It's nice product . Go for it.",""
"ayan","4.0 out of 5 stars","good","good",""
"Sathish","4.0 out of 5 stars","ok","good",""
"Meenakshi Dimri","4.0 out of 5 stars","Good","Good",""
"Amazon Customer","3.0 out of 5 stars","Fine","Very low quality of steel",""
"Sirichandana","5.0 out of 5 stars","Worthful product","Good product
Leak proof
Easy to clean
Durability",""
"Abhishek Nayak.E","5.0 out of 5 stars","Nice bottle and it's leak proof....","Nice bottle and it's leak proof....",""
"Dhara","5.0 out of 5 stars","good","good",""
"Amazon Customer","1.0 out of 5 stars","Leaked Piece","Got a defective piece. Easily got returned and refunded",""
"KISHOR WALUNJ","5.0 out of 5 stars","Superb product","Very nice product superb just love it",""
"SACHIN BANDICHHODE","4.0 out of 5 stars","Good","Good",""
"AM","1.0 out of 5 stars","Terrible quality and no durability","Very disappointed. The outer body heats just after a few months of purchase and use. Milton is not the same. This is the second time it happened with a Milton flask with me.",""
"rupesh","2.0 out of 5 stars","Inside","In side small break",""
"Dheeraj Rai","5.0 out of 5 stars","Worthy","Stands upto expectations",""
"Santosh Kadam","5.0 out of 5 stars","Good one..","Good one... You can feel the brand.",""
"Sudhir Sharma","5.0 out of 5 stars","delivery was well in time","i took it as a trusted Milton product",""
"nirmal kumar","4.0 out of 5 stars","Four Stars","Chemical Small inside. Washing required",""
"Manivannan","2.0 out of 5 stars","Quality brand need from Milton","Its stainless steel ??? O my god why Brand like Milton cheats customers it’s mixed with iron don’t spoil your name in market",""
"Baishakhi Shekhar","5.0 out of 5 stars","Quality product compare to pricd","Very good quality product in this rate",""
"Amazon Customer","1.0 out of 5 stars","Not same as expected from a brand like Milton","इसके कैप का स्टील कवर निकल जाता है क्वालिटी भी अच्छी नहीं ऐसा लगता है जैसे डुप्लीकेट है। As I have used the product that's why I'm not returning the product.... not satisfied at all 👎",""
"RS","5.0 out of 5 stars","Nice product","Very good product from Milton. Not very thin walled as we were worried after reading some reviews. Wide mouth, cools faster, looks good, doesn't smell.",""
"Amazon Customer","3.0 out of 5 stars","Happy","Happy",""
"Aarti","5.0 out of 5 stars","Mast","Good👍",""
"Prem Jha","3.0 out of 5 stars","Good product","Good product but a bit overpriced.",""
"Rakesh Kumar gahlot","5.0 out of 5 stars","Good","Yes good product iam say use this bottle",""
"praveen","5.0 out of 5 stars","Good product","Good product, recommend to buy",""
"Nitin Jeph","5.0 out of 5 stars","Nice","Good",""
"RUDHRA PRATAP SINGH","3.0 out of 5 stars","It's ok","It is not hot and Cold",""
"Anoop","5.0 out of 5 stars","Worth the money","Sturdy and leak proof. Good for everyday usage.",""
"RajuVellaiyan","3.0 out of 5 stars","Best","Good",""
"Amazon Customer","4.0 out of 5 stars","light weight bottle","Light weight",""
"Vivek","5.0 out of 5 stars","As expected","As expected",""
"Vijay","4.0 out of 5 stars","Good","Good pr product",""
"Mihir Patel","5.0 out of 5 stars","Nice","Good at this price",""
"RAJESH E VALLOOR","4.0 out of 5 stars","Nice product","Nice product",""
"abhilash kesharwani","4.0 out of 5 stars","Go for it","Good quality",""
"Amazon Customer","3.0 out of 5 stars","Good","Good",""
"Md asif rahman Khan","2.0 out of 5 stars","Not to buy","Product is not good very light weight",""
"Aravindhan","5.0 out of 5 stars","nice product","no leakage and full mold steel",""
"Padmavathi","5.0 out of 5 stars","Good item","Like this product",""
"Hema","1.0 out of 5 stars","Worst product😡😡","Bhtt light weight hai or thanda pani rakho to garam hojata h 30 min m hiii
Mjhe return krnaa hai",""
"Amazon Customer","4.0 out of 5 stars","Affordable","Good product",""
"Neha","5.0 out of 5 stars","Good one... Go for it... 👍","It is a nice bottle. But I am not sure about it's durability.",""
"Krishna kumar","5.0 out of 5 stars","Durable","Like product",""
"LIN AV","5.0 out of 5 stars","Super Quality product.","Excellent Quality item. Recommend to buy.",""
"Rut Patel","1.0 out of 5 stars","The steel coliti is very poor","Recently I have purchase this milton aque 1000 ml bottle. And now water started dripping from the bottle. Kindly replace my bottle","One person found this helpful"
"Amazon Customer","4.0 out of 5 stars","Worth buying","Nice bottle",""
"sirisha gatti","4.0 out of 5 stars","Good","Good",""
"Sanchit","2.0 out of 5 stars","Not robust. Not recommended.","Quality is not robust at all. It got dents after 1-2 falls from 3-4 feet and it started leakaging too much. The print (logo & model name) on the bottle started fading after 15 days. No update from customer care even after 20+ days.","54 people found this helpful"
"Dr Manmath Kumar Mandal","5.0 out of 5 stars","Not fully leakproof.","It is not 100% leakproof.",""
"Ravikanth","5.0 out of 5 stars","HIGH QUALITY","Very good",""
"Geeta","5.0 out of 5 stars","Highly recommended","Durability need to see after use, but bottles are best. I highly recommended",""
"Neel Baxi","4.0 out of 5 stars","Buy it","Good product... worth it",""
"Sravan Kumar","3.0 out of 5 stars","Fine","Fine",""
"Faheem Alam","1.0 out of 5 stars","Smeared and crooked label.","Amazon delivery is excellent but I just received the product and it looks counterfeit! The labelling is very bad and the ink is smeared, also the labelnis not parallel to the bottom, it's slightly crooked! You seriously don't expect such shoddy quality from Milton! Received no option to replace, only refund.",""
"Tapan K Mandal","1.0 out of 5 stars","Bottle's cap is not so good for tighten. It is defective.","Not so good as per brand's name.",""
"Aravindan K","4.0 out of 5 stars","Happy","Good product",""
"Sateesh","3.0 out of 5 stars","3","Not bad",""
"Ankita Rani","1.0 out of 5 stars","Please don't buy this product.","I have ordered 3 bottles:
One has some water droplets inside it, as if it has been used by somebody.
Another one is in a bad condition, its body is damaged.
This product doesn't seem to be of original Milton brand, the quality is also very bad and light weight.
I'm going to return all the 3 bottles!",""
"Nilay Bhatt","5.0 out of 5 stars","nice product","good product.",""
"Seema","2.0 out of 5 stars","Cap not good","Single bottle layer and cap need to improve",""
"Amazon Customer","4.0 out of 5 stars","Good product","Good one",""
"saravanan ak","4.0 out of 5 stars","Nice one","Value for money",""
"Pankaj Yadav","1.0 out of 5 stars","Miltal botel ke liye","Miltal botel me pani garam dalne par botel garam ho jaati hai",""
"Gunasekar K","3.0 out of 5 stars","Good","Nice product",""
"Amazon Customer","3.0 out of 5 stars","OK ok","Thin material",""
"dipankar p.","4.0 out of 5 stars","Very good","Nice look",""
"Abhijeet Ekashinge","1.0 out of 5 stars","Received Damaged product","Received damaged product hence returned. Also the quality of the bottle looks cheap.",""
"Amazon Customer","3.0 out of 5 stars","Average","Ok product",""
"Murali S P","1.0 out of 5 stars","Poor quality, creates bad smell of water after some hours","Poor quality, creates bad smell of water after some hours",""
"pranali","5.0 out of 5 stars","Go for it","A very good purchase",""
"Lavlesh Mishra","3.0 out of 5 stars","not as per expectation","not as per expectation",""
"VIjaykumar","3.0 out of 5 stars","Smell coming","Smell coming",""
"Ashish Mishra","3.0 out of 5 stars","Product is not purpose based","Nkt durable",""
"Ashish","5.0 out of 5 stars","Value added product","This is a value for money.",""
"Deepali M","5.0 out of 5 stars","Worth Buying!","Happy with the product and delivery...",""
"Manas Singh","5.0 out of 5 stars","Good","Very goood",""
"Mayuri Pai","5.0 out of 5 stars","Great","As expected",""
"Roshan","4.0 out of 5 stars","Good one","Good product at reasonable price",""
"vijayaGeethi","5.0 out of 5 stars","Good bottle","It is leak proof and very solid bottle. The only problem is, if you drop the bottle there will be a dent for sure.",""
"Naresh Waghela","3.0 out of 5 stars","Good","Good",""
"ANC","5.0 out of 5 stars","Good product","Good product. Steel quality good.",""
"Indu arora","2.0 out of 5 stars","Milton reviews","Product is ok but the steel material is not gud the bottle fall down by mistake and the material got pressed towards inside . The quality is not gud .",""
"Baby Elephant","3.0 out of 5 stars","Good","Good",""
"SUMIT KUMAR","4.0 out of 5 stars","Nice one...","Good product...",""
"M","3.0 out of 5 stars","Ok","Ok",""
"Amazon Customer","5.0 out of 5 stars","Good product","sturdy and good.",""
"Amazon Customer","3.0 out of 5 stars","Price is too high according to the product","Not up to the mark",""
"Adarsh Singh","1.0 out of 5 stars","The water dosent remains hot for long timr","For keeping hot water",""
"Jayadarshini","3.0 out of 5 stars","Good","Good",""
"Jeevan Kumar","5.0 out of 5 stars","Go for it.,!","Great product. But just for carrying water for normal use. Don’t buy if u want a hot water or so....",""
"RR","5.0 out of 5 stars","Good buy","Well product",""
"Amazon Customer","1.0 out of 5 stars","If it falls it forms dents , so try to avoid","If it falls it forms dents , so try to avoid",""
"Priyadarsi Nayak","4.0 out of 5 stars","Good","Good",""
"amit kumar","5.0 out of 5 stars","very good product","its good",""
"Sudha","1.0 out of 5 stars","Fake product","It is not the original brand Milton. It’s fake product it is very thin and it had a cut in the bottom. Where water is leaking. When I filled it with water without drinking half of the water has gone then noticed the damage.",""
"Dnyanesh Majgaonkar","5.0 out of 5 stars","Very nice","Nice",""
"Amazon Customer","4.0 out of 5 stars","Good","Good",""
"K Viswappan Nair","1.0 out of 5 stars","Water doesn't retain heat at all.","The flask is not retaining heat.
Amount has to be refunded","One person found this helpful"
"pranay sinha","5.0 out of 5 stars","Good quality","Quality is good",""
"Naveen Nema","4.0 out of 5 stars","good","light weight",""
"Amazon Customer","4.0 out of 5 stars","Milton Bottle","Product is good..",""
"Satyakrishna Kolla","5.0 out of 5 stars","Decent buy","Decent buy",""
"DiniRalte","5.0 out of 5 stars","Good","Doesn't have a leak... You should buy it it is very good",""
"Amazon Customer","4.0 out of 5 stars","Good","Good product",""
"dpk","5.0 out of 5 stars","Good for daily use","It's a good water bottle, just remember to dry it every few days to keep if fresh and avoid any smell due to constant storing of water.",""
"Pavan Kumar","4.0 out of 5 stars","Best quality","Best product",""
"V.P. Shukla","4.0 out of 5 stars","Wise alternate to plastic bottle","Light weight, durable",""
"Mohini","4.0 out of 5 stars","Good quality","Good quality",""
"Audi005","2.0 out of 5 stars","Bad Odour of iron","Iron smell is the only negative thing about this.
Even after cleaning multiple times got the same result.",""
"I.N.Rao","5.0 out of 5 stars","Nice","Good Quality",""
"PABITRA HALDER","3.0 out of 5 stars","Everage","Price is soooooo high.",""
"SHASHIKANT VASUDEV PARULEKAR","4.0 out of 5 stars","QUICK DELIVERY","good",""
"Shubham Gupta","5.0 out of 5 stars","amazing it is...","recommended...",""
"M M","4.0 out of 5 stars","Good for water","Good",""
"Pawan K.","1.0 out of 5 stars","Worst experience. It’s not stainless.","The bootle is worst. Its is simply a water bottle in with name quote as stainless.
Doesn’t keeps the water hot for even 30min. Amazon should look into it or should ban its sale on its website.",""
"amazon customer","4.0 out of 5 stars","Good","Light weight",""
"AKHIL","1.0 out of 5 stars","Usage of after 8 months","It's leaks everytime when I put in my school bag.",""
"charu arora","4.0 out of 5 stars","Good","Good",""
"Paila santosh kumar","2.0 out of 5 stars","It smells","It smells",""
"Swapna Namdev","4.0 out of 5 stars","Good","Good",""
"shajudeen","4.0 out of 5 stars","Ok","Quite OK",""
"Atul Mishra","4.0 out of 5 stars","Good","Average",""
"B S Rao","4.0 out of 5 stars","Notbad.not too good","Ok",""
"Abishekh sinha","5.0 out of 5 stars","Good product","Nice product ,my daughter using in school from last few months.",""
"Priyanshu S.","5.0 out of 5 stars","Nice","Happy with the product",""
"Vivek","2.0 out of 5 stars","Avoid buying","Avoid buying..cap doesn't close properly n leaks",""
"Kiran","1.0 out of 5 stars","Mismatch in the photo and the actual product; Milton logo is different","1. The word Unisteel is stickered on actual product instead of paint/ etching. In the photograph attached difference can be seen.
2. Logo is different. There are no curvy arrows on top and bottom of ""O"" in MILTON.
For this reason I doubt if this is original product ?","222 people found this helpful"
"Kumar Navin Prasad Singh","5.0 out of 5 stars","Its nice for me.","Great",""
"Dipti Mohanty","1.0 out of 5 stars","Bad product","Very bad smell when drinking water, I feel it's not a AMAZON prime product, I request Amazon team check this product properly",""
"Sriramoju Rakesh","5.0 out of 5 stars","Good product","This product is very good essely using and traveling and others carrying very Simply using good",""
"Vasanth Kumar","4.0 out of 5 stars","Good","Good",""
"Chakradhar Kalbande","5.0 out of 5 stars","A nice Quality, good Product","It's really good. This products is very nice and also it keep water as it is. Thanks Amazon to sell this type of products",""
"S k","2.0 out of 5 stars","Very bad","Very bad product in this model. Starting leakage from cap side after use of 11 days. Returnable window closed & service centre not listening",""
"K. Kannaiah","5.0 out of 5 stars","Good product","Good quality steel.
Gives rusty smell initially for a few days.
It is natural because iron is the base metal for producing stainless steel.
Attractive design and convenient size.",""
"Gurpreet singh","5.0 out of 5 stars","Good product overall","Good product must buy it.",""
"kashmira","5.0 out of 5 stars","Nice","Does the job. Good for the price",""
"J Obaiah","5.0 out of 5 stars","Best quality","Durability item",""
"Ezio","1.0 out of 5 stars","bottle cap.","bottle cap is too loose. :(",""
"Raju","1.0 out of 5 stars","Knob no good","The cap with in few hours of use it got seperated
Cheap way of adhesive used to stick the plastic.knob to steel","One person found this helpful"
"Naga Kesava Raju V M","3.0 out of 5 stars","Okey","Quality is not much to top...",""
"akashdeep bajpai","3.0 out of 5 stars","Loosing shine","Loosing its shine day by day","One person found this helpful"
"K.ESWARRAO","5.0 out of 5 stars","Excellent goods","Excellent",""
"Avinash","5.0 out of 5 stars","Best one in this price","Best one
I like the bottle",""
