"review_name","review_rating","review_title","review_review_text","review_helpful_vote"
"Amit","5.0 out of 5 stars","Stylish Look","Sound quality",""
"Mahabala","5.0 out of 5 stars","VERY NICE PHONE","Very good product. I was using 6S plus till now. After using for one and half month, it’s so impressive and battery is the best. It comes whole day. Very fast and smooth. Nice design.","3 people found this helpful"
"flex","5.0 out of 5 stars","Awesome","Love it",""
"Narasimha.mekala","3.0 out of 5 stars","Not Good mobile","Sound quality Excellent battery life excellent.pathetic picture quality not good mobile videos watching picture very bad camera picture is not good colours not accurate",""
"Amazon Customer","5.0 out of 5 stars","Awesome phone…","Camera quality, light weight and smart size of this smartphone makes it superior over its competitors.",""
"Ravi","1.0 out of 5 stars","Don't buy from Amazon","Don't buy this phone from Amazon . I got heating issue on this phone and when I reached the customer service they before the warranty , then they expected the letter of proof from Apple , even I shared that . The Amazon customer service people will give false promises .and and simply waste the time , and will never replace the item
. I think someone who got their first iPhone on Amazon gives good rating. I had conversation with Apple customer care , they are getting multiple calls for iPhone bought from Amazon . Seems Amazon got all defective products from Apple and sold . When we go to Apple service centre , they are ready for service for this defective products.","7 people found this helpful"
"Mohammad Shariq","5.0 out of 5 stars","Mind blowing phone","Superb","One person found this helpful"
"ARVIND DEVASHISH TOPPO","5.0 out of 5 stars","Best experience ever","Best decision i made",""
"Ashu goel","5.0 out of 5 stars","Super HIT phone","Brilliant in all the way. Good performance",""
"avinash chandra","5.0 out of 5 stars","Superb","Superbbb phone.First time I am using I phone feeling better experience with I phone 12.if u will use i phone 12 then u never buy stupid oppo Vivo like android phone","One person found this helpful"
"Arun","5.0 out of 5 stars","Good","Personal use for this like",""
"pArt","5.0 out of 5 stars","Superb phone at a good deal","Superb phone from apple what can I add more to the fact. Though I miss a fingerprint sensor dearly.","One person found this helpful"
"AKHILESH PAL","4.0 out of 5 stars","EVERYTHING Is fine EXCEPT CHEATING OF BATTERY LIFE,CHARGER,EARPHONES. APPLE MUST SHOULD INCLUDE","GOOD PHONE",""
"chandramani kumar","1.0 out of 5 stars","DEFECTIVE PRODUCTS !!!!!! - iPhone 12 !! Be Aware !!","Amazon is selling defective products (iPhone 12) on discount!!!!!!! BE CAREFUL WITH BIG DISCOUNT ON COSTLY PRODUCTS SUCH AS iPhone. Once you perches it you are in trap and there’s no solution AT ALL. Just keep calling costumer care but nobody will help you with this and at the end, Costumes have to suffer for Sure!!!!","One person found this helpful"
"MD RAHBAR ISLAM","5.0 out of 5 stars","Good","Very good",""
"Surojit Pal","5.0 out of 5 stars","Best phone in the world","Excellent phone",""
"Vinit Pandey","5.0 out of 5 stars","Smile","I am happy with my first iPhone 12.
Charger is not in box",""
"Rahul Gandhi","1.0 out of 5 stars","Product Damage","Scratches on the back of phone","One person found this helpful"
"shysun","5.0 out of 5 stars","Awesome","Lovely phone and better body design",""
"Ashif Hussain","4.0 out of 5 stars","Scratch display","Everything is ok except a small hair scratch on front display glass.","One person found this helpful"
"Vartul","5.0 out of 5 stars","Worth it.","Worth it.",""
"Krishanu Mukherjee","5.0 out of 5 stars","Make in India 🇮🇳","Thank you Apple Inc. and Amazon. It is worth for each penny. Kudos to you guys and yes it is assembled in India ❤️","5 people found this helpful"
"DEBASISH NAYAK","5.0 out of 5 stars","Wow","Superb","One person found this helpful"
"Monika","5.0 out of 5 stars","Awesome","Awesome product","One person found this helpful"
"Tucker","1.0 out of 5 stars","Worst product. Don't buy from any online seller especially RKLLP","Very bad product. Cheating the customer by delivering repaired devices. After upgrading software my phone is not turning on. RKLLP seller please don't send the non working device to the customer and your service is really worst. Please visit the apple store and buy the product","2 people found this helpful"
"Sahil Ahmed","5.0 out of 5 stars","It’s awesome! And original product","It really awesome product but the delivery time is late. Try under your own risk.",""
"Anuj masand","5.0 out of 5 stars","Good","Nice",""
"TALIB MALIK","5.0 out of 5 stars","New Apple iPhone 12","Good product",""
"Supratim","5.0 out of 5 stars","A phone beyound words...","Nothing much to say about an iPhone 12. Its brilliant and my all-time favorite.","One person found this helpful"
"Jitendra Verma","3.0 out of 5 stars","Very bad","Very bad charger and ear phone not put on the box",""
"Amazon Customer","4.0 out of 5 stars","Wrost part of ceremic shield","They called ceremic shield but it’s not for scratchless!!!!! I have so many scratches in my phone.......pls use tempered glass for protection of scratches!!!!!","34 people found this helpful"
"washid","5.0 out of 5 stars","Good","Very nice",""
"Abhay Pratap Singh","5.0 out of 5 stars","Battery life and camera","Battery life is good, lasts for 8-10 hours once fully charged
Screen quality is really great","One person found this helpful"
"Prashant Kumar","1.0 out of 5 stars","Front camera not good","Front camea not good",""
"Pavam Sarkar","5.0 out of 5 stars","It’s a gorgeous device in your hand","It has the best haptics!!!",""
"A S","5.0 out of 5 stars","Blast past fast","Buttery smooth. Overall experience is very nice.",""
"Richa Sengupta","5.0 out of 5 stars","I am loving it","As usual apple is best in its segment. Flipkart delivery was smooth and fast within 24 hrs .",""
"Avdhesh kumar","5.0 out of 5 stars","Awesome phone","Beautiful phone",""
"Irfan Shaikh","5.0 out of 5 stars","Pretty good with HDFC card offers","Disappointed with no charger and no headphones in the box.",""
"Swati Mondal","4.0 out of 5 stars","Great","Everything is good but battery life is poor.","2 people found this helpful"
"S D","5.0 out of 5 stars","If budget is not the concern go for it","It’s apple. Its the best there is",""
"Pratik","3.0 out of 5 stars","Disappointed","After 1-2 months use camera ring colour damage..",""
"jasaswini mishra","5.0 out of 5 stars","Awesome","good to have an iphone",""
"Anonymous","5.0 out of 5 stars","Simplicity with best design, holding the best phone ever.","The delivery experience was really good and fast.Best price from Amazon.",""
"Sanjay Yadav","5.0 out of 5 stars","Amazing phone","Just amazing",""
"Hakim patel","2.0 out of 5 stars","Sum scratch on side body","New phone but like old
sum scratch on side body",""
"vishal","5.0 out of 5 stars","Loved the color","Loved the color.",""
"Ankush Dabra","5.0 out of 5 stars","Awesome","Fantastic switch over from android to ios",""
"Amazon Customer","5.0 out of 5 stars","Delivered on time! And i am happy I bought this! It’s an amazing phone!","",""
"Amazon Customer","5.0 out of 5 stars","The piece is per it's claim.","Everything is as per the declaration.",""
"Abir kumar","5.0 out of 5 stars","Light weight","The two important feature I like abt it are light weight and very comfortable to hold.Battery lasts easily for a day.",""
"Kunal giri","5.0 out of 5 stars","Best in gaming and camera quality","Best camera quality,screen resolution superb,battery performance for me like i also play highly graphics games (best in class).premium looks great performance,what else we want ✌🏼","4 people found this helpful"
"Rangz","5.0 out of 5 stars","Simply Superb","Simply superb. Best iPhone till date. It is flawless, but yes, battery could have been improved.",""
"Deepak Rai","2.0 out of 5 stars","Getting warm and low performance","Product is getting warm.. also pictures are very low resolution..getting scattered
This was my third iPhone…really disappointed
Wasted approx 80k .. Apple has now selling it around 65K
Not a god experience …will switch to another brand next time after having 10 years of attachments","2 people found this helpful"
"Keshav singh","5.0 out of 5 stars","Iphone at its best","There is nothing to dislike in this iphone",""
"HARSH","1.0 out of 5 stars","Worst experience","Do not buy this product from Amazon.if any issue occurs within 7 days Amazon do not replace this item as per written agreement in product description they ask you to connect to apple customer care and apple ask you to visit service centre.","One person found this helpful"
"pravin","1.0 out of 5 stars","Damage product delivered | Totally disappointed","On mobile screen already scratches are present,i have tried to contact Amazon care & they are saying our system not accepting this image & denied to replace this mobile. This is totally disappointed.","One person found this helpful"
"Shubhan D.","5.0 out of 5 stars","Paise to zindagi bhar kamaoge","Badhiya hai, ek baar to lena chahiye",""
"Sarang","5.0 out of 5 stars","iPhone 12","I liked it too much🥰🥰🥰",""
"Swarali","5.0 out of 5 stars","Another Amazing phone from Apple","Another Amazing phone from Apple.
Better performance, nice battery, amazing camera.
Just one concern, apple should have given adopter too.","One person found this helpful"
"Ranveer","5.0 out of 5 stars","NYC over all","NYC experience",""
"Shivam Upadhyay","5.0 out of 5 stars","Worth 80k. Awesome.","Awesome product. won’t regret for 80k after buying",""
"Rahul Sidharthan","5.0 out of 5 stars","Beast of a device","Smooth, clean , fast,simple and class.
Except for the front camera which is a bit underwhelming to me considering the price point and brand value,this is a beast of a device.",""
"Shuvam saha","5.0 out of 5 stars","Iphone 12","Product was to good",""
"Yash c.","5.0 out of 5 stars","GO FOR IT","Great phone!",""
"Jeyaram","5.0 out of 5 stars","Be(a)st","Best of the best",""
"JK","5.0 out of 5 stars","Good buy and recommended","iPhone is always and iPHone. Very good CX and UX and trouble free usage. Camera this time is Super clear. Loving it !!",""
"Saurabh","5.0 out of 5 stars","Best mobile","Apple gives what we pay",""
"N","4.0 out of 5 stars","Op","Very op",""
"Rajasekhar","2.0 out of 5 stars","Not worth the money","Battery life is just ok
Camera is average
Front is below average",""
"Ravi k.","5.0 out of 5 stars","Awesome","The iOS experience is just unreal.the optimisation of the system is top of the world.mine was made in India unit.❤️❤️",""
"Bibin jose","1.0 out of 5 stars","Touch is rsponsing inconsistently after 5%","At the first day of usage the touch was not responding properly it was functioning itself, i haved visited thenearest i care and they have taken it for further review to main service centre i have to wait oneweek to get it repaired . Its a disapponiting partfron such a brand","One person found this helpful"
"sridhar","5.0 out of 5 stars","Camera","Best one!
camera🔥❤️
Some pictures taken in very minimal lighting!","One person found this helpful"
"Mohammed Ibraheem","1.0 out of 5 stars","Android is better","Go for android",""
"Ayush Gajbhiye","5.0 out of 5 stars","Best in all. Best camera, Decent battery, great display awesome speakers","",""
"Avinash Yadav","5.0 out of 5 stars","Good","Good smartphone better performance with A14 Bionic.",""
"Laxman","5.0 out of 5 stars","Loved it","The camera could have been better but still great pictures",""
"kushal Ranga","5.0 out of 5 stars","Amazing Product . but not for gaming purpose","Amazing product go for it . Love it . No problem at all","One person found this helpful"
"Hitesh Sharma","5.0 out of 5 stars","Best iPhone ever","",""
"Amazon Customer","5.0 out of 5 stars","Iphone is Iphone","Display quality is awesome. Camera quality good. It's Iphone, nothing else to describe",""
"Sheetal","5.0 out of 5 stars","Great Phone","Upgraded to iPhone 12 and guess what? Not at all disappointed.. Apple has done a great job and iPhone 12 has everything you need.
Go for it without a doubt..",""
"𝗧𝗘𝗝𝗘𝗦𝗛","5.0 out of 5 stars","Excellent","It’s an iPhone it’s always grateful on hands!!!",""
"Rakesh Kumar gupata","5.0 out of 5 stars","Good product","Good product value for money",""
"Dr Siv","5.0 out of 5 stars","Bye bye android","Switching android to iPhone! No regrets! Happy customer!",""
"Shrey and Anuj","5.0 out of 5 stars","fingerprint magnet","i have upgraded from iphone 6 to 12 so for me it is best","One person found this helpful"
"ravikanth reddy","1.0 out of 5 stars","Horrible","Horrible",""
"Amol Sibal","5.0 out of 5 stars","Awesome product","Awesome product",""
"Dhrubajyoti Deka","5.0 out of 5 stars","Must buy beauty !!!","Too good a phone !!! Light, beautiful and elegant !!!",""
"Sujay Adak","5.0 out of 5 stars","Awsam","It isy 1st I phone nice phone",""
"Muthuparvathi","5.0 out of 5 stars","Nice product","Overall very good product",""
"Poonam Chauhan","5.0 out of 5 stars","All is good","Nothing can be better than this. I am on top of the world now with this iPhone XII",""
"Raj","3.0 out of 5 stars","Apple what are you doing? No adapter in the box, this is thug life apple.","This phone is little bit expensive and the baddest thing there is no charging adapter on box, apple charging this much money for this phone without giving important accessories like charging adapter, 😡","10 people found this helpful"
"lavan kumar","5.0 out of 5 stars","Good","Performance was great",""
"Buyer","5.0 out of 5 stars","True Beauty.♥️💟♥️","Once an iphone lover, always an iphone lover.
The phone is great with smooth user interface, suits basic needs and has a great camera quality.",""
"Sarath","5.0 out of 5 stars","Worth","Very got",""
"Divakar Vikramjeet Singh","5.0 out of 5 stars","Buy if your older iPhone is not iPhone11","a Good phone but if you have iPhone 11 then there is no need to upgrade to iphone 12.",""
"Sunny Singh","5.0 out of 5 stars","Design","Wonderful experience, i have no words for the product to explain his efficiency design.","One person found this helpful"
"Aryan shukla","5.0 out of 5 stars","I love it…","I like it…..","One person found this helpful"
"Ricky BOI","5.0 out of 5 stars","Fabulous phone Value for money","Great phone",""
"Harshvardhan singh","5.0 out of 5 stars","Unbelievably good!!!","Absolutely loved it....everything about it is just mind boggling",""
"Lakshaman","5.0 out of 5 stars","Nice","Nice and super","One person found this helpful"
"Meraj Ahmad Khan Business account","5.0 out of 5 stars","Best phone as per expections...white colur is amazing.","",""
"Mahesh Siddalingappa","5.0 out of 5 stars","Superb Phone","Product is awesome and worth buying.","One person found this helpful"
"Eva","5.0 out of 5 stars","Good product","Good product.",""
"Satpal Verma","5.0 out of 5 stars","Safe to buy on Amazon it’s 3rd time I bought iPhone here","You all know about the product and it’s features. Here I am writing about Amazon is trusted you can buy IPhone here without any hesitations.",""
"shekhar sharma","5.0 out of 5 stars","Class","Class",""
"Customer","5.0 out of 5 stars","Amazing","",""
"Venkatrao","3.0 out of 5 stars","Ok","",""
"Ashay","5.0 out of 5 stars","Awesome","The best iPhone till now. Display, camera, performance",""
"Kandaswami Aravind","5.0 out of 5 stars","Trusted good suppliers early delivery","Good Product. Very good supplier. Earlier delivery with quality packing",""
"Soumen Ghosh","5.0 out of 5 stars","Best iphone ever by Apple Inc.","Original iPhone 12, assembled in India. With good face recognition capabilities and good battery 🔋 life.","One person found this helpful"
"Ashok K Alexander","5.0 out of 5 stars","Good Quality Product","After three months, the phone is performing well. There have been no problems. All the features are working well.",""
"Mukul b.","5.0 out of 5 stars","Best iPhone ever","I’m using iPhones since long time & this one is the best ever iPhone. Battery is decent but otherwise it’s top notch.",""
"sandeep kumar","5.0 out of 5 stars","Definitely go for it","Great experience so for , my first iPhone,",""
"Ganesh","5.0 out of 5 stars","Awesome","Product is awesome but at continue using of this phone going to hot","One person found this helpful"
"Rohit Singh","5.0 out of 5 stars","amazing product","",""
"Rao","5.0 out of 5 stars","iPhone on its original flavour","The best iPhone I’ve ever had",""
"Barnie Jose","5.0 out of 5 stars","🔥🔥🔥","Nice phone Got it around 72.5k effective price after cash back.",""
"Ruthvikraj","5.0 out of 5 stars","iPhone 12","All good",""
"Mitesh parmar","1.0 out of 5 stars","Dislike","Dislike battry persontage is riduced😥",""
"Dilip","5.0 out of 5 stars","Excellent performance","Excellent",""
"Vairamudi M","5.0 out of 5 stars","Mobile with perfect of every one","Amazing...... Excellent..... Easy to handle....",""
"PARLE KALYAN CHAKRAVARTHY","5.0 out of 5 stars","Nice","Good",""
"Rohit Kheraliya","5.0 out of 5 stars","Awesome phone","Nice phone with awesome brand.",""
"manoj","3.0 out of 5 stars","Power key not working after 20 day use","My phone power key not working after 20 days use ..now m helpless where m going for bacause amazon gives 10 day replacement only and iphone store so far from I’m lived","2 people found this helpful"
"INDRAJIT PAL","5.0 out of 5 stars","Great mobile to use!!!","Everything is quite fine but only matters is battery backup is very low.
Hardly for a normal user it lasts not more than18-20 hours","One person found this helpful"
"Umesh Yadav","5.0 out of 5 stars","Okay","Okay",""
"Sandeep pandey","5.0 out of 5 stars","Nice","Good phone","3 people found this helpful"
"Kalyan.M","5.0 out of 5 stars","Camera","NA",""
"PATEL PRIYANK","5.0 out of 5 stars","GOOD QUALITY PHONE","GOOD QUALITY
GOOD PRICE AMAZON",""
"Sudhir","5.0 out of 5 stars","Excellent","No comparison",""
"Rohan Kotecha","5.0 out of 5 stars","Lovely product","As usual, apple products are upto the mark. Extremely efficient delivery by Amazon...keeo it up guys","One person found this helpful"
"govind solanki","5.0 out of 5 stars","Very good if only want iOS","If you only want an iOS you go for it or else you can buy Asus rog 5",""
"Anshul","5.0 out of 5 stars","Best Phone","Apple user will always love an upgrade and new user will be delighted.
I am loving this upgrade.",""
"RASHMI SINGH","5.0 out of 5 stars","Must Buy","Quality justified",""
"Dr Amit sharma","5.0 out of 5 stars","100% Original, No issues found","It’s nice and 100% genuine iPhone 12… Writing review after using for 10-12 days",""
"kunal dhaked","1.0 out of 5 stars","Want replacement","The phone worked fine for 10 days after that the phone started heating and after that the charging was slow and now its 1month and the phone's speaker is not working .. i have given 84000 for this product to your company and i have called ur support system but they have told me to go to apple service center..
I have taken the phone today and they have told me that it will take 7 days to fix it .. but my point is that i want a new phone or i want my money back as i m not 1% satisfied with ur product and customer service so plzz dnt put ur company name down and provide me a new phone if the phone dosent satisfy me after the phone is returned to me by the apple service center . Or else i will go to consumer court .. plzz call me as soon as possible and provide me a proper reply and if i dont get any solution that is good to me then i will file an case in the consumer court .","9 people found this helpful"
"milan mali","5.0 out of 5 stars","I phone 12","sir thank you it is a very nice phone",""
"AM","5.0 out of 5 stars","The phone to buy","12 vanilla is the phone to buy for the average user. Its the sweet spot for 🍎 fans. If you really want the 3 cameras go for the pro max.","3 people found this helpful"
"amarjeet","5.0 out of 5 stars","Amazing","Amazon with amazing delivery and excellent product. Best app for shopping electronics items.",""
"Amazon Customer","5.0 out of 5 stars","iPhone is iPhone","Love it",""
"gopalakrishnan","5.0 out of 5 stars","Good","Super",""
"Sagun mandi","1.0 out of 5 stars","Display damage","Display damage",""
"vishnu","1.0 out of 5 stars","Touch screen stoped working in 5 days of purchase","I bought this iPhone 12 128 GB after 3 days slowly letter b stoped working on keyboard I thought it was software glitch as sometime updateing software would solve the issue as we are in a pandamic situation I moved to my village where there little reception so update took 2 to 3 days to download. But even after updating there was no improvement so called apple support spoke to then at length about my situation and after hearing me they did some troubleshooting and came to a conclusion that it has some hardware problem and should approach Amazon as they were responsible for selling me this product for replacement. by this time 7 days completed and according to the Amazon policy they only return and replace for 7 days. When spoke to Amazon customer care they just wouldn't connect me to the concern department they just bluntly say I should approach apple but apple executive tells me he can't do anything. Is this how you treat a loyal customer you can check my account the and frequency I order trough Amazon. Not even connecting call to the concern department.","9 people found this helpful"
"Rajesh Kumar","5.0 out of 5 stars","New iPhone 12","Charger and battery is not good",""
"Rajesh Gokhale","5.0 out of 5 stars","Best buying experience","There's enough written about the iPhone already, what I liked was the user experience of buying from Amazon rather than from a store.",""
"Niladri","5.0 out of 5 stars","Good Phone","Most beloved phone of mine",""
"Aniket Kushwaha","5.0 out of 5 stars","Impressive design and brilliant camera","Awesome beast❤️🔥",""
"Shashwat sahil singh","5.0 out of 5 stars","Awesome","As expected by apple.
Apple the name is enough",""
"Camelia Mondal","5.0 out of 5 stars","The colour looks magnificent","It was a very good purchase at such a good discounted rate",""
"sumit shahi","5.0 out of 5 stars","Charging cable does not work","The charging cable is not working.. how do I replace it",""
"Ashwin Menon","5.0 out of 5 stars","My wife loves it!!","","10 people found this helpful"
"sahil mangal","5.0 out of 5 stars","Genuine product","Iphone12 exactly how it should be",""
"Anita Thakur","5.0 out of 5 stars","Nice Camera. Battery life long. Over all very good phone.","Good camera",""
"pradeep kumar DJ","5.0 out of 5 stars","The Best","Top notch product",""
"Radha kashyap","5.0 out of 5 stars","My I phone🥰😍😘","Awesome phone....",""
"prasanth","5.0 out of 5 stars","Good","All good",""
"Gaurav Trivedi","5.0 out of 5 stars","All things are very good","I feel veryyyyyyy gooooodddd because it's screen is very good and touch response is awesome I am promoting it buts very goooodddd",""
"Pavan H H","5.0 out of 5 stars","Nothing","Nothing",""
"Himanshu","5.0 out of 5 stars","Go for it","",""
"Aman Singh Nitharwal","1.0 out of 5 stars","Don't buy iPhone 12","The mobile was under water for 2 minutes and the mobile was not repaired by telling the water Damege.
Don't waste your money buying iPhone 12.","2 people found this helpful"
"True speaker","1.0 out of 5 stars","Waste of money","I will never suggest to anyone to by this phone from amazon. Chip quality and very poor battery power. Don't waste your money.","One person found this helpful"
"amit","5.0 out of 5 stars","Superb","There is no phone like iphone.",""
"Sachin kumar pandey","5.0 out of 5 stars","Beast","It is really a great phone if you can afford it. However battery really sucks",""
"ANNEM KONDAREDDY","5.0 out of 5 stars","Super","Nice mobile",""
"MdAfzal imam","5.0 out of 5 stars","Snappy performance","Best smartphone ever in my life","One person found this helpful"
"k vinod kumar","5.0 out of 5 stars","The best 😊","Apple always Appel
Screen quality and face unlock excellent","One person found this helpful"
"kudrat","5.0 out of 5 stars","Great","Great","One person found this helpful"
"Amazon Customer","1.0 out of 5 stars","You can buy Elephant without controlling stick..","You can buy the elephant but there is no controlling stick ( charger).. You have to search all the market to buy one. Advice: If you are an android user never buy an Apple phone through online. Instead visit direct showroom to buy one, then only you will get full accesories.",""
"Ritik","1.0 out of 5 stars","Horrible experience","I bought this phone just for creating video content.
My main intention to buy this was it's mind-blowing camera.
But guess what, when the phone got delivered the only thing not working was it's camera.
Now,neither Amazon and not the so called APPLE is replacing the phone even after agreeing that there is a manufacturing defect in the phone.
They just repaired this defective phone .
Really upset with Amazon and APPLE service providers.
Will never buy or recommend anyone else to buy APPLE's product from now on..
#Unsatisfiedcustomer","6 people found this helpful"
"Naveen","5.0 out of 5 stars","Amazing phone 😎❤️","Supreme quality ever.. but in charging phone heating too much otherwise no dought it is worth in this price point",""
"Prince Sharma","5.0 out of 5 stars","❤️","Fav smartphone",""
"Babu","1.0 out of 5 stars","Worst battery life","This is the worst apple product I bought so far. After one week of my purchase, I felt the battery is draining fast without any usage. I occasionally use my phones for browsing purposes. Charged to 100% on one evening and switched off for 25 hrs due to fever. After 25 hrs, when I switched on my mobile, the battery is 56%. I am wondering how can I fix it. Disabled all background refresh for apps and did as much as possible to improve the battery life. But no use. I regret to buy this defective product from Apple/amazon","5 people found this helpful"
"Junaid Masoodi","5.0 out of 5 stars","A good uograde","Overall it looks good, coming from XR it looks a good upgrade for me. Design is ‘back to basics’ which is compelling. I loved the fast response among other things.","10 people found this helpful"
"Siddharth Kesarwani","5.0 out of 5 stars","Worth the hype","",""
"Saransh Sahu","1.0 out of 5 stars","Damaged product was delivered","Was out of country and have opened this iPhone which I have ordered in Jan yesterday only and have found that it was damaged from screen .
How can I get a product replacement as return window has also got closed and have got a defected product .
Pls help","One person found this helpful"
"roopesh","5.0 out of 5 stars","Great price during sale","Long term apple products user. Love everything about the brand",""
"sudhakar reddy","5.0 out of 5 stars","Very good.","Best phone",""
"Himanshu Tripathi","5.0 out of 5 stars","I love iphone","Very nice phone","One person found this helpful"
"Saurav","5.0 out of 5 stars","Wonderful experience","Katai sexy",""
"Anil Tanwar","5.0 out of 5 stars","It was amazing","Face lock is there not fingerprint but it was Fabulous product",""
"Manish Kumar Dhaka","5.0 out of 5 stars","It’s a great product for iOS lovers !!","I Loved I Phone X, because of size & design !!
This one better in both aspects, it’s a very light phone !!",""
"Ajeya Singh","5.0 out of 5 stars","iPhone 12","Great phone and no issues with the piece received from Amazon.",""
"Amit","5.0 out of 5 stars","Camera and screen quality!!!!!!! Best apple offered yet so far","Camera and screen quality!!!!!!! Best apple offered yet so far.",""
"Asif Mansoori","5.0 out of 5 stars","100% authentic product","Phone gajab hai bhai. Amazon ne bahut acche se deliever kiya. Fully satisfied.","2 people found this helpful"
"Mohit","5.0 out of 5 stars","Extremely satisfied","Best phone one can ever get.
If you r old iphone user, this is one for you",""
"Vishwajith","5.0 out of 5 stars","Performance 🔥🔥🔥","Smooth as butter (Both Hardware and Software) ❤️",""
"MIRZA RIAZ BAIG","5.0 out of 5 stars","Everting is perfect","Everything is perfect",""
"Ronaldo","5.0 out of 5 stars","👌","Great smartphone. but funny thing is that it doesn’t support airtel in my phone. Maybe they need a software update or should look into this issue.","2 people found this helpful"
"Gaurav Agarwal","5.0 out of 5 stars","Blazing fast, light & fun to use","Excellent experience",""
"Praveen Mandadi","5.0 out of 5 stars","Good","Phone is good",""
"vivek kumar","5.0 out of 5 stars","Best","Best price by Amazon",""
"Vibhu","5.0 out of 5 stars","Handy set","Perfect design",""
"sagar","5.0 out of 5 stars","Superb Product made by Apple.","Superb Product made by Apple.",""
"suraj p sajeevan","5.0 out of 5 stars","Suprb....go ahead","No negative feedback....it's all awesome",""
"T M","5.0 out of 5 stars","Buy a last ur 11 pro for the same price and you would be happier off","Should hv bought the 11 pro instead of the 12. More features, better built, much better looks.",""
"Mahendran","5.0 out of 5 stars","Quality product","Looks like Charm. delivered as promised.",""
"Ramanuj Upadhyay","5.0 out of 5 stars","Awesome","Its good",""
"DEEPAK LENKA","5.0 out of 5 stars","Best of best","It’s an awesome phone. Best in technology. After two months of used didn’t find any negative.",""
"siddheshwar","5.0 out of 5 stars","Value for money","Amazing product from Apple. Just go for it",""
"Organic Harvest","5.0 out of 5 stars","Loving it!","Simply Loving it!! Amazing phone. Battery could have been better but overall a great phone. Would definitely recommend",""
"Thirumalairaja","3.0 out of 5 stars","Display issue","My iPhone 12 display are very warm yellow even I turned off truetone and nightshift.",""
"Vaibhav Pratap Singh","5.0 out of 5 stars","Best iPhone ever...","Iphone 12 is by far the best iPhone no wonder why its getting all the praises from everyone. Thanks amazon for smooth delivery.",""
"Sham","5.0 out of 5 stars","Best version of the iPhone","Finally got dream phone, this is my first iPhone
Loved it",""
"Feinwerkbau","5.0 out of 5 stars","Great phone","Apple is apple…great phone",""
"subham","5.0 out of 5 stars","Good","Good",""
"dr Rahmath","5.0 out of 5 stars","Dream product.....","Excited actually....perfect phone.Will update after continous usage.","3 people found this helpful"
"A J NATH","5.0 out of 5 stars","Nice","I love it",""
"MAHESH","5.0 out of 5 stars","Amazing iPhone 12","This is a Gem. The product meets your expectations. Display, Battery life and Camera : Best in class.",""
"Azaz Ahmad","5.0 out of 5 stars","Nice","Nice product deleviry fast",""
"Manish Ranjan","5.0 out of 5 stars","Nice Product","Battery Life is good and Screen Quality is very good",""
"Sunil","1.0 out of 5 stars","Never buy expensive items from Amazon","Device is wonderful but never buy expensive items from Amazon, its better to purchase from Apple store.
Delayed delivery by 3 days and on top of it no one in amazon knows where my device was. I have to perform multiple follow ups to enquire about my device and Amazon CSR is worst when it comes to logging a complaint.
The final product received is having a dent and Amazon denied servicing and asked to check with Apple, Apple of-course denied since the product is purchased from third party e-commerce website.
Lesson learned after 5 days of total frustration and being played as shuttlecock between Amazon and Apple, its better to spend few bucks more and purchase iPhone from Apple rather than typing this review with a dented device.","45 people found this helpful"
"Amazon Customer","5.0 out of 5 stars","Best Performance Ever","Absolute beast",""
"Dayanand","5.0 out of 5 stars","Simply amazing","Simply super",""
"Girish","3.0 out of 5 stars","Charger","Apple should have given charger along with it for the people first time buying","One person found this helpful"
"Sahil Upadhyay","1.0 out of 5 stars","DON'T BUY HERE","I got this phone on 4th May. And something was wrong with this phone. Also my brother bought the same phone but from a store. And that's working perfectly.
Also apple gives 14 day return policy on each apple product but they closed my return window in 6 days
I started facing battery issues after few days. Phone was charging from 0-100% in about half an hour and same with the discharge.
It went from 100 to 46% in 15 minutes and sometimes sudden shutdowns. I visited service centres and still my issues have not been resolved.
I tried amazon support to help me but nothing happened and still the device is not in well condition and I can't use it.
I had already checked that my product is genuine by filling all the details at apple website.
But something is wrong either from amazon or apple.
I can recommend if you are buying this device buy it a from a genuine store.
In order to save 2-3k I made a mistake I guess.","14 people found this helpful"
"Ramgopal Gannamani","5.0 out of 5 stars","Beast in multitasking","Firstly i would like to thank Amazon for a safer and faster delivery.
Red looks so awesome",""
"Habibullah k.","4.0 out of 5 stars","Very nice","Nice",""
"Amazon Customer","5.0 out of 5 stars","Gud one.","Nice product",""
"SWAPANKARMAKAR","1.0 out of 5 stars","Apparaio Retail & Amazon doing absolute frauds with customers","I purchased new apple iphone12 with exchange of my samsung m31. from day1 while charging the body is conducting electricity .replaced chargers but still same issue. cross checked earthing of home-it is fine . then contacted apple support . they told me to get a replacement from the seller but amazon is just avoiding to replace. they asked emails proofs of case id of apple support. I provided them but still they are not assuring replacement . They sell defective products and do not replace. THIS IS DISGUSTING","94 people found this helpful"
"BMR MTT","5.0 out of 5 stars","One word","Sexy",""
"Milandeep singh","5.0 out of 5 stars","Feel too premium","Changed from iPhone X, Got the new blue colour, something unique from apple. Great battery backup and the edges now look too premium. Overall, such a great buy 🤩","4 people found this helpful"
"Mohan S.","5.0 out of 5 stars","First iPhone","Love it. Had an amazing experience. Thank you!!",""
"Aaqil.vem","5.0 out of 5 stars","Super","👍",""
